Anim,,,,,base, ,,,Blend ,No ,No,,Flex,Swim,Horse,Horse Sock
3355,CatHR_M_SPELLB,CatHR_M_SPELLB.kfa,30,30,30,loop,,4,0,0,0,0,0,,,
3356,CatHR_M_SPELLA,CatHR_M_SPELLA.kfa,30,30,30,clamp,,4,0,0,0,0,0,,,
3357,CatHR_M_pole,CatHR_M_pole.kfa,26,30,30,loop,,4,0,0,0,0,0,,,
3358,CATHR_M_CBOWC,CATHR_M_CBOWC.kfa,33,30,30,clamp,,4,0,0,0,0,0,,,
3359,CATHR_M_CBOWB,CATHR_M_CBOWB.kfa,40,30,30,loop,,4,0,0,0,0,0,,,
3360,CATHR_M_CBOWA,CATHR_M_CBOWA.kfa,40,30,30,clamp,,4,0,0,0,0,0,,,
3361,CATHR_M_BOWC,CATHR_M_BOWC.kfa,26,30,30,clamp,,4,0,0,0,0,0,,,
3362,CATHR_M_BOWB,CATHR_M_BOWB.kfa,28,30,30,loop,,4,0,0,0,0,0,,,
3363,CATHR_M_BOWA,CATHR_M_BOWA.kfa,74,30,30,clamp,,4,0,0,0,0,0,,,
3364,CatHR_M_1H,CatHR_M_1H.kfa,26,30,30,loop,,4,0,0,0,0,0,,,
3365,CatHR_M_staff,CatHR_M_staff.kfa,26,30,30,loop,,4,0,0,0,0,0,,,
3366,emote_rider_no,emote_rider_no.kfa,30,15,15,clamp,,4,0,0,0,0,0,,,
3367,emote_rider_yes,emote_rider_yes.kfa,30,15,15,clamp,,4,0,0,0,0,0,,,
3368,emote_rider_clap,emote_rider_clap.kfa,30,15,15,clamp,,4,0,0,0,0,0,,,
3369,emote_rider_wave,emote_rider_wave.kfa,30,15,15,clamp,,4,0,0,0,0,0,,,
3370,emote_rider_cheer,emote_rider_cheer.kfa,30,15,15,clamp,,4,0,0,0,0,0,,,
3371,emote_rider_laugh,emote_rider_laugh.kfa,30,15,15,clamp,,4,0,0,0,0,0,,,
3372,DR_xaphan_SPELLC,DR_xaphan_SPELLC.kfa,46,30,30,loop,,5,0,0,0,0,0,,,
3373,DR_xaphan_SPELLA,DR_xaphan_SPELLA.kfa,30,30,30,clamp,,5,0,0,0,0,0,,,
3374,DR_xaphan_SPELLB,DR_xaphan_SPELLB.kfa,20,30,30,clamp,,5,0,0,0,0,0,,,
3375,DR_xaphan_death,DR_xaphan_death.kfa,32,30,30,clamp,,5,0,0,0,0,0,,,
3376,DR_xaphan_Flinch,DR_xaphan_Flinch.kfa,16,30,30,clamp,,5,0,0,0,0,0,,,
3377,DR_xaphan_Attack,DR_xaphan_Attack.kfa,48,30,30,clamp,,5,0,0,0,0,0,,,
3378,DR_xaphan_Cidle,DR_xaphan_Cidle.kfa,40,30,30,loop,,5,0,0,0,0,0,,,
3379,DR_xaphan_Walk,DR_xaphan_Walk.kfa,40,30,30,loop,,5,0,0,0,0,0,,,
3380,DR_xaphan_idle,DR_xaphan_idle.kfa,40,15,30,loop,,5,0,0,0,0,0,,,
3381,DR_succubus_attack,DR_succubus_attack.kfa,15,15,15,clamp,,5,0,0,0,0,0,,,
3382,DR_succubus_walk,DR_succubus_walk.kfa,20,15,15,loop,,5,0,0,0,0,0,,,
3383,DR_succubus_SPC,DR_succubus_SPC.kfa,23,15,15,clamp,,5,0,0,0,0,0,,,
3384,DR_succubus_SPB,DR_succubus_SPB.kfa,10,15,15,loop,,5,0,0,0,0,0,,,
3385,DR_succubus_SPA,DR_succubus_SPA.kfa,15,15,15,clamp,,5,0,0,0,0,0,,,
3386,DR_succubus_run,DR_succubus_run.kfa,10,15,15,loop,,5,0,0,0,0,0,,,
3387,DR_succubus_Idle_01,DR_succubus_Idle_01.kfa,30,15,15,loop,,5,0,0,0,0,0,,,
3388,DR_succubus_Idle,DR_succubus_Idle.kfa,30,7,15,loop,,5,0,0,0,0,0,,,
3389,DR_succubus_Flinch,DR_succubus_Flinch.kfa,8,15,15,clamp,,5,0,0,0,0,0,,,
3390,DR_succubus_death,DR_succubus_death.kfa,21,15,15,clamp,,5,0,0,0,0,0,,,
3391,DR_succubus_cidle,DR_succubus_cidle.kfa,18,15,15,loop,,5,0,0,0,0,0,,,
3392,DR_succubus_BowC,DR_succubus_BowC.kfa,13,15,15,clamp,,5,0,0,0,0,0,,,
3393,DR_succubus_BowB,DR_succubus_BowB.kfa,7,15,15,loop,,5,0,0,0,0,0,,,
3394,DR_succubus_BowA,DR_succubus_BowA.kfa,37,15,15,clamp,,5,0,0,0,0,0,,,
3395,emote_rider_lookfar,emote_rider_lookfar.kfa,30,15,15,clamp,,4,0,0,0,0,0,,,
3396,emote_rider_point,emote_rider_point.kfa,30,15,15,clamp,,4,0,0,0,0,0,,,
3397,emote_rider_stench,emote_rider_stench.kfa,30,15,15,clamp,,4,0,0,0,0,0,,,
3398,emote_rider_halt,emote_rider_halt.kfa,30,15,15,clamp,,4,0,0,0,0,0,,,
3399,emote_rider_pet-dragon,emote_rider_pet-dragon.kfa,60,30,30,clamp,,4,0,0,0,0,0,,,
3400,DK_asteroth_idle,DK_asteroth_idle.kfa,60,30,30,loop,,5,0,0,0,0,0,,,
3401,astoroth_flinch,astoroth_flinch.kfa,15,15,30,clamp,,5,0,0,0,0,0,,,
3402,astoroth_cast,astoroth_cast.kfa,22,15,30,clamp,,5,0,0,0,0,0,,,
3403,astoroth_attack2,astoroth_attack2.kfa,18,15,30,clamp,,5,0,0,0,0,0,,,
3404,astoroth_attack1,astoroth_attack1.kfa,32,15,30,clamp,,5,0,0,0,0,0,,,
3405,astoroth_death,astoroth_death.kfa,54,15,30,clamp,,5,0,0,0,0,0,,,
3406,astoroth_combatidle,astoroth_combatidle.kfa,20,15,30,loop,,5,0,0,0,0,0,,,
3407,astoroth_idle2,astoroth_idle2.kfa,38,15,30,loop,,5,0,0,0,0,0,,,
3408,astoroth_windup,astoroth_windup.kfa,15,15,30,clamp,,5,0,0,0,0,0,,,
3409,astoroth_walk,astoroth_walk.kfa,25,15,30,loop,,5,0,0,0,0,0,,,
3410,astoroth_loop,astoroth_loop.kfa,15,15,30,loop,,5,0,0,0,0,0,,,
3411,astoroth_idle1,astoroth_idle1.kfa,30,15,30,loop,,5,0,0,0,0,0,,,
3412,emote_rider_charge,emote_rider_charge.kfa,30,15,15,clamp,,4,0,0,0,0,0,,,
3413,emote_rider_salute,emote_rider_salute.kfa,30,15,15,clamp,,4,0,0,0,0,0,,,
3414,emote_rider_trick,emote_rider_trick.kfa,109,30,30,clamp,,4,0,0,0,0,0,,,
3415,emote_rider_victory,emote_rider_victory.kfa,30,15,15,clamp,,4,0,0,0,0,0,,,
3416,Classic_Horse_run,Classic_Horse_run.kfa,26,30,30,loop,,1,0,0,0,0,0,,,
3417,Classic_Horse_walk,Classic_Horse_walk.kfa,60,30,30,loop,,1,0,0,0,0,0,,,
3418,Classic_HR_IDLE,Classic_HR_IDLE.kfa,30,30,30,loop,,1,0,0,0,0,0,,,
3419,Classic_HR_run,Classic_HR_run.kfa,13,15,15,loop,,1,0,0,0,0,0,,,
3420,Classic_HR_walk,Classic_HR_walk.kfa,40,15,15,loop,,1,0,0,0,0,0,,,
3421,Classic_Horse_idle,Classic_Horse_idle.kfa,40,15,15,loop,,1,0,0,0,0,0,,,
3422,horse_prance_rider,horse_prance_rider.kfa,50,15,15,clamp,,4,0,0,0,0,0,,,
3423,horse_rear_rider,horse_rear_rider.kfa,49,15,15,clamp,,4,0,0,0,0,0,,,
3424,horse_nod_rider,horse_nod_rider.kfa,37,15,15,clamp,,4,0,0,0,0,0,,,
3425,horse_startle_rider,horse_startle_rider.kfa,37,15,15,clamp,,4,0,0,0,0,0,,,
3426,horse_courbette_rider,horse_courbette_rider.kfa,57,15,15,clamp,,4,0,0,0,0,0,,,
3427,horse_graze_rider,horse_graze_rider.kfa,54,15,15,clamp,,4,0,0,0,0,0,,,
3428,emote_yawn,emote_yawn.kfa,78,15,15,clamp,,4,0,0,0,0,0,,3249,
3429,emote_doh,emote_doh.kfa,45,15,15,clamp,,4,0,0,0,0,0,,3249,
3430,emote_confused,emote_confused.kfa,45,15,15,clamp,,4,0,0,0,0,0,,3249,
3431,emote_shiver_45,emote_shiver_45.kfa,45,15,15,clamp,,4,0,0,0,0,0,,3249,
3432,emote_rofl_90,emote_rofl_90.kfa,90,15,15,clamp,,4,0,0,0,0,0,,3249,
3433,emote_mememe_30,emote_mememe_30.kfa,30,15,15,clamp,,4,0,0,0,0,0,,3249,
3434,CAT_HR_M_jumpA,CAT_HR_M_jumpA.kfa,30,30,30,clamp,,4,0,0,0,0,0,,,
3435,CAT_HR_M_jumpB,CAT_HR_M_jumpB.kfa,1,30,30,clamp,,4,0,0,0,0,0,,,
3436,CatHorse_JumpB,CatHorse_JumpB.kfa,0,30,30,clamp,,4,0,0,0,0,0,,,
3437,CatHorse_jump_base Jump A,CatHorse_jump_base.kfa,30,30,30,clamp,,4,0,0,0,0,0,,,3443
3438,Classic_HR_EM_wave,Classic_HR_EM_wave.kfa,30,15,15,clamp,,1,0,0,0,0,0,,,
3439,DR_HR_banshee,DR_HR_banshee.kfa,48,30,30,loop,,4,0,0,0,0,0,,,
3440,DR_HR_banshee_idle,DR_HR_banshee_idle.kfa,48,30,30,loop,,4,0,0,0,0,0,,,
3441,emote_whistle,emote_whistle.kfa,30,15,15,clamp,,4,0,0,0,0,0,,,
3442,CatHorse_run_blanket,CatHorse_run_blanket.kfa,26,30,30,loop,,4,0,0,0,0,0,,,
3443,CatHorse_jump_blanket,CatHorse_jump_blanket.kfa,30,30,30,clamp,,4,0,0,0,0,0,,,
3444,admorenth_idle,admorenth_idle.kfa,30,15,15,loop,,5,0,0,0,0,0,,,
3445,admorenth_loop,admorenth_loop.kfa,10,15,15,loop,,5,0,0,0,0,0,,,
3446,admorenth_walk,admorenth_walk.kfa,15,15,15,loop,,5,0,0,0,0,0,,,
3447,admorenth_windup,admorenth_windup.kfa,15,15,15,clamp,,5,0,0,0,0,0,,,
3448,admorenth_attack1,admorenth_attack1.kfa,23,15,15,clamp,,5,0,0,0,0,0,,,
3449,admorenth_attack2,admorenth_attack2.kfa,21,15,15,clamp,,5,0,0,0,0,0,,,
3450,admorenth_cast,admorenth_cast.kfa,25,15,15,clamp,,5,0,0,0,0,0,,,
3451,admorenth_combatidle,admorenth_combatidle.kfa,20,15,15,loop,,5,0,0,0,0,0,,,
3452,admorenth_death,admorenth_death.kfa,37,15,15,clamp,,5,0,0,0,0,0,,,
3453,admorenth_flinch,admorenth_flinch.kfa,16,15,15,clamp,,5,0,0,0,0,0,,,
3454,admorenth_idle2,admorenth_idle2.kfa,58,15,15,loop,,5,0,0,0,0,0,,,
3455,DR_MOLOCH_flintch,DR_MOLOCH_flintch.kfa,10,15,15,clamp,,5,0,0,0,0,0,,,
3456,DR_MOLOCH_death,DR_MOLOCH_death.kfa,37,15,15,clamp,,5,0,0,0,0,0,,,
3457,DR_MOLOCH_castC,DR_MOLOCH_castC.kfa,14,15,15,clamp,,5,0,0,0,0,0,,,
3458,DR_MOLOCH_castB,DR_MOLOCH_castB.kfa,25,15,15,loop,,5,0,0,0,0,0,,,
3459,DR_MOLOCH_castA,DR_MOLOCH_castA.kfa,14,15,15,clamp,,5,0,0,0,0,0,,,
3460,DR_MOLOCH_walk,DR_MOLOCH_walk.kfa,30,15,15,loop,,5,0,0,0,0,0,,,
3461,DR_MOLOCH_run,DR_MOLOCH_run.kfa,20,15,15,loop,,5,0,0,0,0,0,,,
3462,DR_MOLOCH_attackL,DR_MOLOCH_attackL.kfa,35,15,15,clamp,,5,0,0,0,0,0,,,
3463,DR_MOLOCH_attackH,DR_MOLOCH_attackH.kfa,35,15,15,clamp,,5,0,0,0,0,0,,,
3464,DR_MOLOCH_idlemelee,DR_MOLOCH_idlemelee.kfa,30,15,15,loop,,5,0,0,0,0,0,,,
3465,DR_MOLOCH_idle,DR_MOLOCH_idle.kfa,30,15,15,loop,,5,0,0,0,0,0,,,
3466,King_viking_idle1_35,King_viking_idle1_35.kfa,35,15,15,loop,,5,0,0,0,0,0,,,
3467,King_viking_idle_110,King_viking_idle_110.kfa,110,15,15,loop,,5,0,0,0,0,0,,,
3468,King_viking_idle2_36,King_viking_idle2_36.kfa,36,15,15,loop,,5,0,0,0,0,0,,,
3469,King_Lug_idle1_35,King_Lug_idle1_35.kfa,35,15,15,loop,,5,0,0,0,0,0,,,
3470,King_Lug_idle2_47,King_Lug_idle2_47.kfa,47,15,15,loop,,5,0,0,0,0,0,,,
3471,King_Lug_idle_60,King_Lug_idle_60.kfa,60,15,15,loop,,5,0,0,0,0,0,,,
3472,King_Constantine_idle2_32,King_Constantine_idle2_32.kfa,32,15,15,loop,,5,0,0,0,0,0,,,
3473,King_Constantine_idle_60,King_Constantine_idle_60.kfa,60,15,15,loop,,5,0,0,0,0,0,,,
3474,King_Constantine_idle1_35,King_Constantine_idle1_35.kfa,35,15,15,loop,,5,0,0,0,0,0,,,
3475,CatHorse_attack,CatHorse_attack.kfa,49,15,15,clamp,,4,0,0,0,0,0,,,
3476,CatHorse_flinch,CatHorse_flinch.kfa,20,15,15,clamp,,4,0,0,0,0,0,,,
3477,CatHorse_cidle,CatHorse_cidle.kfa,70,15,15,loop,,4,0,0,0,0,0,,,
3478,CatHorse_death,CatHorse_death.kfa,20,15,15,clamp,,4,0,0,0,0,0,,,
3479,Classic_Horse_attack,Classic_Horse_attack.kfa,49,15,15,clamp,,1,0,0,0,0,0,,,
3480,Classic_Horse_cidle,Classic_Horse_cidle.kfa,70,15,15,loop,,1,0,0,0,0,0,,,
3481,Classic_Horse_death,Classic_Horse_death.kfa,20,15,15,clamp,,1,0,0,0,0,0,,,
3482,Classic_Horse_flinch,Classic_Horse_flinch.kfa,20,15,15,clamp,,1,0,0,0,0,0,,,
3483,Classic_Horse_jump,Classic_Horse_jump.kfa,30,15,15,clamp,,1,0,0,0,0,0,,,
3484,Classic_emote_whistle,Classic_emote_whistle.kfa,30,15,15,clamp,,1,0,0,0,0,0,,,
3485,CatHorse_swim,CatHorse_swim.kfa,23,8,15,loop,,4,0,0,0,0,0,,,
3486,CatHR_M_swim,CatHR_M_swim.kfa,23,15,15,loop,,4,0,0,0,0,0,,,
3487,belial_walk,belial_walk.kfa,20,15,15,loop,,5,0,0,0,0,0,,,
3488,belial_loop,belial_loop.kfa,10,15,15,loop,,5,0,0,0,0,0,,,
3489,belial_idle1,belial_idle1.kfa,30,15,15,loop,,5,0,0,0,0,0,,,
3490,belial_idle3,belial_idle3.kfa,40,15,15,loop,,5,0,0,0,0,0,,,
3491,belial_idle2,belial_idle2.kfa,55,15,15,loop,,5,0,0,0,0,0,,,
3492,belial_flinch,belial_flinch.kfa,12,15,15,clamp,,5,0,0,0,0,0,,,
3493,belial_combatidle,belial_combatidle.kfa,20,15,15,loop,,5,0,0,0,0,0,,,
3494,belial_death,belial_death.kfa,57,15,15,clamp,,5,0,0,0,0,0,,,
3495,belial_windup,belial_windup.kfa,22,15,15,clamp,,5,0,0,0,0,0,,,
3496,belial_cast,belial_cast.kfa,22,15,15,clamp,,5,0,0,0,0,0,,,
3497,belial_attack2,belial_attack2.kfa,29,15,15,clamp,,5,0,0,0,0,0,,,
3498,Cat Norse/Valkyn Male 2 Comb Idle,CAT_CI_H_N2S_Norse.kfa,30,15,15,loop,,4,0,0,0,0,0,2752,3249,
3499,Cat Norse/Valkyn Female 2 Comb Idle,CAT_CI_H_N2S_Female.kfa,30,15,15,loop,,4,0,0,0,0,0,2752,3249, 
3500,DR_Fsuccubus_walk,DR_Fsuccubus_walk.kfa,15,15,15,loop,,4,0,0,0,0,0,,,
3501,DR_Fsuccubus_run,DR_Fsuccubus_run.kfa,10,15,15,loop,,4,0,0,0,0,0,,,
3502,DR_Fsuccubus_attackL,DR_Fsuccubus_attackL.kfa,20,15,15,clamp,,4,0,0,0,0,0,,,
3503,DR_Fsuccubus_attackidle,DR_Fsuccubus_attackidle.kfa,15,15,15,loop,,4,0,0,0,0,0,,,
3504,DR_Fsuccubus_attackH,DR_Fsuccubus_attackH.kfa,15,15,15,clamp,,4,0,0,0,0,0,,,
3505,DR_Fsuccubus_flintch,DR_Fsuccubus_flintch.kfa,15,15,15,clamp,,4,0,0,0,0,0,,,
3506,DR_Fsuccubus_death,DR_Fsuccubus_death.kfa,30,15,15,clamp,,4,0,0,0,0,0,,,
3507,DR_Fsuccubus_castC,DR_Fsuccubus_castC.kfa,15,15,15,clamp,,4,0,0,0,0,0,,,
3508,DR_Fsuccubus_castB,DR_Fsuccubus_castB.kfa,15,15,15,loop,,4,0,0,0,0,0,,,
3509,DR_Fsuccubus_Idle,DR_Fsuccubus_Idle.kfa,15,15,15,loop,,4,0,0,0,0,0,,,
3510,DR_Fsuccubus_castA,DR_Fsuccubus_castA.kfa,15,15,15,loop,,4,0,0,0,0,0,,,
3511,DR_wolf_sitidle,DR_wolf_sitidle.kfa,30,8,15,loop,,5,0,0,0,0,0,,,
3512,DR_Shade_horseride jump,DR_Shade_horseride.kfa,80,15,15,clamp,,4,0,0,0,0,0,,,
3513,DR_Shade_horseride land,DR_Shade_horseride.kfa,0,15,15,clamp,,4,0,0,0,0,0,,,
3514,King_Constantine_Sidle2_36,King_Constantine_Sidle2_36.kfa,36,15,15,loop,,5,0,0,0,0,0,,,
3515,King_Constantine_Sidle1_35,King_Constantine_Sidle1_35.kfa,35,15,15,loop,,5,0,0,0,0,0,,,
3516,King_Constantine_Sidle0_110,King_Constantine_Sidle0_110.kfa,110,15,15,loop,,5,0,0,0,0,0,,,
3517,King_Lug_Sidle0_110,King_Lug_Sidle0_110.kfa,110,15,15,loop,,5,0,0,0,0,0,,,
3518,King_Lug_Sidle1_35,King_Lug_Sidle1_35.kfa,35,15,15,loop,,5,0,0,0,0,0,,,
3519,King_Lug_Sidle1_36,King_Lug_Sidle1_36.kfa,36,15,15,loop,,5,0,0,0,0,0,,,
3520,KingViking_dog_100,KingViking_dog_100.kfa,100,15,15,loop,,5,0,0,0,0,0,,,
3521,Wight_walk (not used),Wight_walk_18.kfa,18,15,15,loop,,4,0,0,0,0,0,,,
3522,Wight_idle0_60 (not used),Wight_idle0_60.kfa,60,15,15,loop,,4,0,0,0,0,0,,,
3523,Wight_idle1 (not used),Wight_idle1_60.kfa,60,15,15,loop,,4,0,0,0,0,0,,,
3524,Wight_idle2_90 (not used),Wight_idle2_90.kfa,90,15,15,loop,,4,0,0,0,0,0,,,
3525,Wight_run (not used),Wight_run_15.kfa,15,15,15,loop,,4,0,0,0,0,0,,,
3526,Wight_cidle (not used),Wight_cidle_30.kfa,30,15,15,loop,,4,0,0,0,0,0,,,
3527,utgard_combatidle,utgard_combatidle.kfa,15,15,15,loop,,5,0,0,0,0,0,,,
3528,utgard_death,utgard_death.kfa,47,15,15,clamp,,5,0,0,0,0,0,,,
3529,utgard_flinch,utgard_flinch.kfa,13,15,15,clamp,,5,0,0,0,0,0,,,
3530,utgard_idle,utgard_idle.kfa,30,15,15,loop,,5,0,0,0,0,0,,,
3531,utgard_idle2,utgard_idle2.kfa,52,15,15,loop,,5,0,0,0,0,0,,,
3532,utgard_loop,utgard_loop.kfa,10,15,15,loop,,5,0,0,0,0,0,,,
3533,utgard_walk,utgard_walk.kfa,20,15,15,loop,,5,0,0,0,0,0,,,
3534,utgard_windup,utgard_windup.kfa,15,15,15,clamp,,5,0,0,0,0,0,,,
3535,utgard_attack1,utgard_attack1.kfa,22,15,15,clamp,,5,0,0,0,0,0,,,
3536,utgard_attack2,utgard_attack2.kfa,27,15,15,clamp,,5,0,0,0,0,0,,,
3537,utgard_cast,utgard_cast.kfa,22,15,15,clamp,,5,0,0,0,0,0,,,
3538,belial_attack1,belial_attack1.kfa,29,15,15,clamp,,5,0,0,0,0,0,,,
3539,DR_azazel_death,DR_azazel_death.kfa,25,15,15,clamp,,5,0,0,0,0,0,,,
3540,DR_azazel_run,DR_azazel_run.kfa,12,15,15,loop,,5,0,0,0,0,0,,,
3541,DR_azazel_castC,DR_azazel_castC.kfa,20,15,15,clamp,,5,0,0,0,0,0,,,
3542,DR_azazel_castB,DR_azazel_castB.kfa,15,15,15,loop,,5,0,0,0,0,0,,,
3543,DR_azazel_castA,DR_azazel_castA.kfa,15,15,15,clamp,,5,0,0,0,0,0,,,
3544,DR_azazel_flintch,DR_azazel_flintch.kfa,10,15,15,clamp,,5,0,0,0,0,0,,,
3545,DR_azazel_idle,DR_azazel_idle.kfa,15,6,15,loop,,5,0,0,0,0,0,,,
3546,DR_azazel_idlemelee,DR_azazel_idlemelee.kfa,15,8,15,loop,,5,0,0,0,0,0,,,
3547,DR_azazel_meleeH,DR_azazel_meleeH.kfa,20,15,15,clamp,,5,0,0,0,0,0,,,
3548,DR_azazel_meleeL,DR_azazel_meleeL.kfa,20,15,15,clamp,,5,0,0,0,0,0,,,
3549,DR_azazel_walk,DR_azazel_walk.kfa,20,15,15,loop,,5,0,0,0,0,0,,,
3550,Classic_em_yawn,Classic_em_yawn.kfa,78,15,15,clamp,,1,0,0,0,0,0,,3418,
3551,Classic_em_stagger,Classic_em_stagger.kfa,65,15,15,clamp,,1,0,0,0,0,0,,3418,
3552,Classic_em_shiver,Classic_em_shiver.kfa,47,15,15,clamp,,1,0,0,0,0,0,,3418,
3553,Classic_em_search(lookfar),Classic_em_search.kfa,47,15,15,clamp,,1,0,0,0,0,0,,3418,
3554,Classic_em_rofl,Classic_em_rofl.kfa,90,15,15,clamp,,1,0,0,0,0,0,,3418,
3555,Classic_em_mememe,Classic_em_mememe.kfa,30,15,15,clamp,,1,0,0,0,0,0,,3418,
3556,Classic_em_confused,Classic_em_confused.kfa,30,15,15,clamp,,1,0,0,0,0,0,,3418,
3557,Classic_em_sweat,Classic_em_sweat.kfa,30,15,15,clamp,,1,0,0,0,0,0,,3418,
3558,Classic_em_stintch,Classic_em_stintch.kfa,30,15,15,clamp,,1,0,0,0,0,0,,3418,
3559,Classic_em_doh,Classic_em_doh.kfa,45,15,15,clamp,,1,0,0,0,0,0,,3418,
3560,DR_GreaterNecro_CastA,DR_GreaterNecro_CastA.kfa,15,15,15,clamp,,4,0,0,0,0,0,2812,,
3561,DR_GreaterNecro_CastB,DR_GreaterNecro_CastB.kfa,10,15,15,loop,,4,0,0,0,0,0,2820,,
3562,DR_GreaterNecro_CastC,DR_GreaterNecro_CastC.kfa,12,15,15,clamp,,4,0,0,0,0,0,2814,,
3563,DR_GreaterNecro_Death,DR_GreaterNecro_Death.kfa,19,15,15,clamp,,4,0,0,0,0,0,2756,,
3564,DR_GreaterNecro_Flintch,DR_GreaterNecro_Flintch.kfa,15,15,15,clamp,,4,0,0,0,0,0,2757,,
3565,DR_GreaterNecro_Idle,DR_GreaterNecro_Idle.kfa,90,15,15,loop,,4,0,0,0,0,0,2742,,
3566,DR_GreaterNecro_Run,DR_GreaterNecro_Run.kfa,15,15,15,loop,,4,0,0,0,0,0,2620,,
3567,DR_GreaterNecro_Walk,DR_GreaterNecro_Walk.kfa,18,15,15,loop,,4,0,0,0,0,0,2620,,
3568,DR_GreaterNecro_MeleeH,DR_GreaterNecro_MeleeH.kfa,27,15,15,clamp,,4,0,0,0,0,0,2767,,
3569,DR_NecroServant_CastA,DR_NecroServant_CastA.kfa,15,9,15,clamp,,4,0,0,0,0,0,2812,,
3570,DR_NecroServant_CastB,DR_NecroServant_CastB.kfa,10,9,15,loop,,4,0,0,0,0,0,2820,,
3571,DR_NecroServant_Death,DR_NecroServant_Death.kfa,12,9,15,clamp,,4,0,0,0,0,0,2756,,
3572,DR_NecroServant_Flintch,DR_NecroServant_Flintch.kfa,17,15,15,clamp,,4,0,0,0,0,0,2757,,
3573,DR_NecroServant_Idle,DR_NecroServant_Idle.kfa,90,9,15,loop,,4,0,0,0,0,0,2742,,
3574,DR_NecroServant_MeleeH,DR_NecroServant_MeleeH.kfa,17,15,15,clamp,,4,0,0,0,0,0,2767,,
3575,DR_NecroServant_Run,DR_NecroServant_Run.kfa,15,9,15,loop,,4,0,0,0,0,0,2620,,
3576,DR_NecroServant_Walk,DR_NecroServant_Walk.kfa,18,9,15,loop,,4,0,0,0,0,0,2620,,
3577,DR_NecroServant_CastC,DR_NecroServant_CastC.kfa,12,9,15,clamp,,4,0,0,0,0,0,2814,,
3578,DR_Wight_CastA,DR_Wight_CastA.kfa,15,15,15,clamp,,4,0,0,0,0,0,2812,,
3579,DR_Wight_CastB,DR_Wight_CastB.kfa,10,15,15,loop,,4,0,0,0,0,0,2820,,
3580,DR_Wight_CastC,DR_Wight_CastC.kfa,12,15,15,clamp,,4,0,0,0,0,0,2814,,
3581,DR_Wight_Death,DR_Wight_Death.kfa,19,15,15,clamp,,4,0,0,0,0,0,2756,,
3582,DR_Wight_Flintch,DR_Wight_Flintch.kfa,15,15,15,clamp,,4,0,0,0,0,0,2757,,
3583,DR_Wight_Idle,DR_Wight_Idle.kfa,90,15,15,loop,,4,0,0,0,0,0,2742,,
3584,DR_Wight_MeleeH,DR_Wight_MeleeH.kfa,27,15,15,clamp,,4,0,0,0,0,0,2767,,
3585,DR_Wight_Run,DR_Wight_Run.kfa,15,15,15,loop,,4,0,0,0,0,0,2620,,
3586,DR_Wight_Walk,DR_Wight_Walk.kfa,18,15,15,loop,,4,0,0,0,0,0,2620,,
3587,DR_Wight_IdleMelee,DR_Wight_IdleMelee.kfa,20,10,15,loop,,4,0,0,0,0,0,2748,,
3588,DR_NecroServant_IdleMelee,DR_NecroServant_IdleMelee.kfa,15,15,15,loop,,4,0,0,0,0,0,2748,,
3589,DR_GreaterNecro_IdleMelee,DR_GreaterNecro_IdleMelee.kfa,20,10,15,loop,,4,0,0,0,0,0,2748,,
3590,DR_ZombiePet_CastC,DR_ZombiePet_CastC.kfa,12,15,15,clamp,,4,0,0,0,0,0,2814,,
3591,DR_ZombiePet_Death,DR_ZombiePet_Death.kfa,19,9,15,clamp,,4,0,0,0,0,0,2756,,
3592,DR_ZombiePet_Flintch,DR_ZombiePet_Flintch.kfa,15,15,15,clamp,,4,0,0,0,0,0,2757,,
3593,DR_ZombiePet_Idle,DR_ZombiePet_Idle.kfa,90,15,15,loop,,4,0,0,0,0,0,2742,,
3594,DR_ZombiePet_IdleMelee,DR_ZombiePet_IdleMelee.kfa,10,15,15,loop,,4,0,0,0,0,0,2748,,
3595,DR_ZombiePet_MeleeH,DR_ZombiePet_MeleeH.kfa,27,15,15,clamp,,4,0,0,0,0,0,2767,,
3596,DR_ZombiePet_Run,DR_ZombiePet_Run.kfa,15,9,15,loop,,4,0,0,0,0,0,2620,,
3597,DR_ZombiePet_Walk,DR_ZombiePet_Walk.kfa,18,9,15,loop,,4,0,0,0,0,0,2620,,
3598,DR_ZombiePet_CastA,DR_ZombiePet_CastA.kfa,15,15,15,clamp,,4,0,0,0,0,0,2812,,
3599,DR_ZombiePet_CastB,DR_ZombiePet_CastB.kfa,10,15,15,loop,,4,0,0,0,0,0,2820,,
3600,RebelTwoHandIdleMelee,RebelTwoHandIdleMelee.kfa,60,15,15,loop,,5,0,0,0,0,0,,,
3601,FlourishAttack,FlourishAttack.kfa,17,15,15,clamp,,1,0,0,0,0,0,,,
3602,ShieldAttack,ShieldAttack.kfa,22,15,15,clamp,,1,0,0,0,0,0,,,
3603,OverheadAttack,OverheadAttack.kfa,32,15,15,clamp,,1,0,0,0,0,0,,,
3604,AnkleStrikeAttack,AnkleStrikeAttack.kfa,20,15,15,clamp,,1,0,0,0,0,0,,,
3605,GroundSummonCastC,GroundSummonCastC.kfa,17,15,15,clamp,,1,0,0,0,0,0,,,
3606,GroundSummonCastB,GroundSummonCastB.kfa,15,15,15,loop,,1,0,0,0,0,0,,,
3607,GroundSummonCastA,GroundSummonCastA.kfa,14,15,15,clamp,,1,0,0,0,0,0,,,
