2500 Limit,,NIF,,Expansion,[0] Flex,[1] Flex,[2] Flex,[3] Flex,[4] Flex,[5] Flex,[6] Flex,[7] Flex,[8] Flex,[9] Flex,Back,Housing,Frontiers,New,Cata Morph,Cata Morph,Cata Morph,Cata Morph,Cata,Cata %,Helm
2434,Epic_wpn_DF_Enchanter_St,Epic_wpn_DF_Enchanter_St,0,1,,,,,,,,,,,,,,,,,,,,,
2435,epic_wpn_DF_spiritmaster_st,epic_wpn_DF_spiritmaster_st,0,1,,,,,,,,,,,,,,,,,,,,,
2436,epic_wpn_DF_shadowblade_axe_2h,epic_wpn_DF_shadowblade_axe_2h,0,1,,,,,,,,,,,,,,,,,,,,,
2437,epic_wpn_DF_shadowblade_axe_1h,epic_wpn_DF_shadowblade_axe_1h,0,1,,,,,,,,,,,,,,,,,,,,,
2438,Epic_wpn_DF_Theurgist_staff,Epic_wpn_DF_Theurgist_St,0,1,,,,,,,,,,,,,,,,,,,,,
2439,Epic_wpn_DF_Wizard_staff,Epic_wpn_DF_Wizard_St,0,1,,,,,,,,,,,,,,,,,,,,,
2440,Epic_wpn_DF_reaver_crush_1H,Epic_wpn_DF_reaver_crush_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2441,Epic_wpn_DF_reaver_flexCS_1H,Epic_wpn_DF_reaver_flexCS_1H,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,0,,,,,,,,,,
2442,Epic_wpn_DF_reaver_sword_1H,Epic_wpn_DF_reaver_sword_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2443,Epic_wpn_DF_reaver_thrust_1H,Epic_wpn_DF_reaver_thrust_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2444,Epic_wpn_DF_Mentalist_St,Epic_wpn_DF_Mentalist_St,0,1,,,,,,,,,,,,,,,,,,,,,
2445,Epic_wpn_DF_Vampiir_T,Epic_wpn_DF_Vampiir_T,0,1,,,,,,,,,,,,,,,,,,,,,
2446,Epic_wpn_DF_Cabalist_staff,Epic_wpn_DF_Cabalist_St,0,1,,,,,,,,,,,,,,,,,,,,,
2447,Epic_wpn_DF_Valewalker_Sy,Epic_wpn_DF_Valewalker_Sy,0,1,,,,,,,,,,,,,,,,,,,,,
2448,epic_wpn_DF_warlock_ST,epic_wpn_DF_warlock_ST,0,1,,,,,,,,,,,,,,,,,,,,,
2449,epic_wpn_DF_bonedancer_ST,epic_wpn_DF_bonedancer_ST,0,1,,,,,,,,,,,,,,,,,,,,,
2450,epic_wpn_DF_shaman_hammer_1h,epic_wpn_DF_shaman_hammer_1h,0,1,,,,,,,,,,,,,,,,,,,,,
2451,epic_wpn_DF_shaman_hammer_2h,epic_wpn_DF_shaman_hammer_2h,0,1,,,,,,,,,,,,,,,,,,,,,
2452,epic_wpn_DF_Champion_Crush_2H,epic_wpn_DF_Champion_Crush_2H,0,1,,,,,,,,,,,,,,,,,,,,,
2453,epic_wpn_DF_Champion_Pierce_1H,epic_wpn_DF_Champion_Pierce_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2454,epic_wpn_DF_Champion_Slash_1H,epic_wpn_DF_Champion_Slash_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2455,epic_wpn_DF_Champion_Slash_2H,epic_wpn_DF_Champion_Slash_2H,0,1,,,,,,,,,,,-6,,,,,,,,,,
2456,epic_wpn_DF_Champion_Crush_1H,epic_wpn_DF_Champion_Crush_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2457,Epic_wpn_DF_Nightshade_T,Epic_wpn_DF_Nightshade_T,0,1,,,,,,,,,,,,,,,,,,,,,
2458,Epic_wpn_DF_Nightshade_S,Epic_wpn_DF_Nightshade_S,0,1,,,,,,,,,,,,,,,,,,,,,
2459,Epic_wpn_DF_Bard_blade_1H,Epic_wpn_DF_Bard_blade_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2460,Epic_wpn_DF_Bard_crush_1H,Epic_wpn_DF_Bard_crush_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2461,Epic_wpn_DF_Bard_H,Epic_wpn_DF_Bard_Harp,0,1,,,,,,,,,,,,,,,,,,,,,
2462,Championweapon_DF_HibMauler_Staff01,Championweapon_DF_HibMauler_Staff01,0,1,,,,,,,,,,,,,,,,,,,,,
2463,Championweapon_DF_HibMauler_Punch01,Championweapon_DF_HibMauler_Punch01,0,1,,,,,,,,,,,,,,,,,,,,,
2464,Championweapon_DF_AlbMauler_Punch01,Championweapon_DF_AlbMauler_Punch01,0,1,,,,,,,,,,,,,,,,,,,,,
2465,Championweapon_DF_AlbMauler_Staff01,Championweapon_DF_AlbMauler_Staff01,0,1,,,,,,,,,,,,,,,,,,,,,
2466,Championweapon_DF_MidMauler_Staff01,Championweapon_DF_MidMauler_Staff01,0,1,,,,,,,,,,,,,,,,,,,,,
2467,Championweapon_DF_MidMauler_Punch01,Championweapon_DF_MidMauler_Punch01,0,1,,,,,,,,,,,,,,,,,,,,,
2468,vfx_test,vfx_test,0,1,,,,,,,,,,,,,,,,,,,,,
2469,Blue crystal rocks,HpileOrox_blue02,0,1,,,,,,,,,,,,,,,,,,,,,
2470,B_bo_SaracenShortbow01_Air,B_bo_SaracenShortbow01_Air,0,1,,,,,,,,,,,,,,,,,,,,,
2471,H_bo_ElvenShortBow01_Air,H_bo_ElvenShortBow01_Air,0,1,,,,,,,,,,,,,,,,,,,,,
2472,N_bo_VikingBeardedBow01_Air,N_bo_VikingBeardedBow01_Air,0,1,,,,,,,,,,,,,,,,,,,,,
2473,H_bo_ElvenLongbow01_Air,H_bo_ElvenLongbow01_Air,0,1,,,,,,,,,,,,,,,,,,,,,
2474,B_xbo_SkinnersCrossbow01_Air,B_xbo_SkinnersCrossbow01_Air,0,1,,,,,,,,,,,,,,,,,,,,,
2475,B_bo_ThornBow01_Air,B_bo_ThornBow01_Air,0,1,,,,,,,,,,,,,,,,,,,,,
2476,B_bo_SaracenShortbow01_Earth,B_bo_SaracenShortbow01_Earth,0,1,,,,,,,,,,,,,,,,,,,,,
2477,N_bo_VikingBeardedBow01_Earth,N_bo_VikingBeardedBow01_Earth,0,1,,,,,,,,,,,,,,,,,,,,,
2478,H_bo_ElvenShortBow01_Earth,H_bo_ElvenShortBow01_Earth,0,1,,,,,,,,,,,,,,,,,,,,,
2479,H_bo_ElvenLongbow01_Earth,H_bo_ElvenLongbow01_Earth,0,1,,,,,,,,,,,,,,,,,,,,,
2480,B_xbo_SkinnersCrossbow01_Earth,B_xbo_SkinnersCrossbow01_Earth,0,1,,,,,,,,,,,,,,,,,,,,,
2481,B_bo_ThornBow01_Earth,B_bo_ThornBow01_Earth,0,1,,,,,,,,,,,,,,,,,,,,,
2482,B_bo_SaracenShortbow01_Fire,B_bo_SaracenShortbow01_Fire,0,1,,,,,,,,,,,,,,,,,,,,,
2483,N_bo_VikingBeardedBow01_Fire,N_bo_VikingBeardedBow01_Fire,0,1,,,,,,,,,,,,,,,,,,,,,
2484,H_bo_ElvenShortBow01_Fire,H_bo_ElvenShortBow01_Fire,0,1,,,,,,,,,,,,,,,,,,,,,
2485,H_bo_ElvenLongbow01_Fire,H_bo_ElvenLongbow01_Fire,0,1,,,,,,,,,,,,,,,,,,,,,
2486,B_xbo_SkinnersCrossbow01_Fire,B_xbo_SkinnersCrossbow01_Fire,0,1,,,,,,,,,,,,,,,,,,,,,
2487,B_bo_ThornBow01_Fire,B_bo_ThornBow01_Fire,0,1,,,,,,,,,,,,,,,,,,,,,
2488,B_bo_SaracenShortbow01_Water,B_bo_SaracenShortbow01_Water,0,1,,,,,,,,,,,,,,,,,,,,,
2489,N_bo_VikingBeardedBow01_Water,N_bo_VikingBeardedBow01_Water,0,1,,,,,,,,,,,,,,,,,,,,,
2490,H_bo_ElvenShortBow01_Water,H_bo_ElvenShortBow01_Water,0,1,,,,,,,,,,,,,,,,,,,,,
2491,H_bo_ElvenLongbow01_Water,H_bo_ElvenLongbow01_Water,0,1,,,,,,,,,,,,,,,,,,,,,
2492,B_xbo_SkinnersCrossbow01_Water,B_xbo_SkinnersCrossbow01_Water,0,1,,,,,,,,,,,,,,,,,,,,,
2493,B_bo_ThornBow01_Water,B_bo_ThornBow01_Water,0,1,,,,,,,,,,,,,,,,,,,,,
2494,B_bo_SaracenShortbow01_Body,B_bo_SaracenShortbow01_Body,0,1,,,,,,,,,,,,,,,,,,,,,
2495,N_bo_VikingBeardedBow01_Body,N_bo_VikingBeardedBow01_Body,0,1,,,,,,,,,,,,,,,,,,,,,
2496,H_bo_ElvenShortBow01_Body,H_bo_ElvenShortBow01_Body,0,1,,,,,,,,,,,,,,,,,,,,,
2497,H_bo_ElvenLongbow01_Body,H_bo_ElvenLongbow01_Body,0,1,,,,,,,,,,,,,,,,,,,,,
2498,B_xbo_SkinnersCrossbow01_Body,B_xbo_SkinnersCrossbow01_Body,0,1,,,,,,,,,,,,,,,,,,,,,
2499,B_bo_ThornBow01_Body,B_bo_ThornBow01_Body,0,1,,,,,,,,,,,,,,,,,,,,,
2500,Invisible_Blocker,Invisible_Blocker,0,1,,,,,,,,,,,,,,,,,,,,,
2501,mask_eye01_bri_m,mask_eye01_bri_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2502,mask_eye01_bri_f,mask_eye01_bri_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2503,mask_eye01_sar_m,mask_eye01_sar_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2504,mask_eye01_sar_f,mask_eye01_sar_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2505,mask_eye01_hig_m,mask_eye01_hig_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2506,mask_eye01_hig_f,mask_eye01_hig_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2507,mask_eye01_ava_m,mask_eye01_ava_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2508,mask_eye01_ava_f,mask_eye01_ava_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2509,mask_eye01_inc_m,mask_eye01_inc_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2510,mask_eye01_inc_f,mask_eye01_inc_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2511,mask_eye01_hal_m,mask_eye01_hal_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2512,mask_eye01_hal_f,mask_eye01_hal_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2513,mask_eye01_nor_m,mask_eye01_nor_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2514,mask_eye01_nor_f,mask_eye01_nor_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2515,mask_eye01_Dwa_m,mask_eye01_Dwa_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2516,mask_eye01_Dwa_f,mask_eye01_Dwa_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2517,mask_eye01_kob_m,mask_eye01_kob_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2518,mask_eye01_kob_f,mask_eye01_kob_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2519,mask_eye01_tro_m,mask_eye01_tro_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2520,mask_eye01_tro_f,mask_eye01_tro_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2521,mask_eye01_val_m,mask_eye01_val_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2522,mask_eye01_val_f,mask_eye01_val_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2523,mask_eye01_fro_m,mask_eye01_fro_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2524,mask_eye01_fro_f,mask_eye01_fro_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2525,mask_eye01_cel_m,mask_eye01_cel_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2526,mask_eye01_cel_f,mask_eye01_cel_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2527,mask_eye01_elf_m,mask_eye01_elf_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2528,mask_eye01_elf_f,mask_eye01_elf_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2529,mask_eye01_lur_m,mask_eye01_lur_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2530,mask_eye01_lur_f,mask_eye01_lur_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2531,mask_eye01_fir_m,mask_eye01_fir_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2532,mask_eye01_fir_f,mask_eye01_fir_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2533,mask_eye01_syl_m,mask_eye01_syl_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2534,mask_eye01_syl_f,mask_eye01_syl_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2535,mask_eye01_sha_m,mask_eye01_sha_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2536,mask_eye01_sha_f,mask_eye01_sha_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2537,mask_eye01_min_m,mask_eye01_min_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2538,mask_horned01_bri_m,mask_horned01_bri_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2539,mask_horned01_bri_f,mask_horned01_bri_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2540,mask_horned01_sar_m,mask_horned01_sar_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2541,mask_horned01_sar_f,mask_horned01_sar_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2542,mask_horned01_hig_m,mask_horned01_hig_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2543,mask_horned01_hig_f,mask_horned01_hig_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2544,mask_horned01_ava_m,mask_horned01_ava_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2545,mask_horned01_ava_f,mask_horned01_ava_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2546,mask_horned01_inc_m,mask_horned01_inc_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2547,mask_horned01_inc_f,mask_horned01_inc_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2548,mask_horned01_hal_m,mask_horned01_hal_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2549,mask_horned01_hal_f,mask_horned01_hal_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2550,mask_horned01_nor_m,mask_horned01_nor_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2551,mask_horned01_nor_f,mask_horned01_nor_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2552,mask_horned01_Dwa_m,mask_horned01_Dwa_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2553,mask_horned01_Dwa_f,mask_horned01_Dwa_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2554,mask_horned01_kob_m,mask_horned01_kob_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2555,mask_horned01_kob_f,mask_horned01_kob_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2556,mask_horned01_tro_m,mask_horned01_tro_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2557,mask_horned01_tro_f,mask_horned01_tro_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2558,mask_horned01_val_m,mask_horned01_val_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2559,mask_horned01_val_f,mask_horned01_val_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2560,mask_horned01_fro_m,mask_horned01_fro_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2561,mask_horned01_fro_f,mask_horned01_fro_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2562,mask_horned01_cel_m,mask_horned01_cel_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2563,mask_horned01_cel_f,mask_horned01_cel_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2564,mask_horned01_elf_m,mask_horned01_elf_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2565,mask_horned01_elf_f,mask_horned01_elf_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2566,mask_horned01_lur_m,mask_horned01_lur_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2567,mask_horned01_lur_f,mask_horned01_lur_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2568,mask_horned01_fir_m,mask_horned01_fir_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2569,mask_horned01_fir_f,mask_horned01_fir_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2570,mask_horned01_syl_m,mask_horned01_syl_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2571,mask_horned01_syl_f,mask_horned01_syl_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2572,mask_horned01_sha_m,mask_horned01_sha_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2573,mask_horned01_sha_f,mask_horned01_sha_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2574,mask_horned01_min_m,mask_horned01_min_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2575,mask_slitted01_bri_m,mask_slitted01_bri_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2576,mask_slitted01_bri_f,mask_slitted01_bri_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2577,mask_slitted01_sar_m,mask_slitted01_sar_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2578,mask_slitted01_sar_f,mask_slitted01_sar_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2579,mask_slitted01_hig_m,mask_slitted01_hig_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2580,mask_slitted01_hig_f,mask_slitted01_hig_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2581,mask_slitted01_ava_m,mask_slitted01_ava_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2582,mask_slitted01_ava_f,mask_slitted01_ava_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2583,mask_slitted01_inc_m,mask_slitted01_inc_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2584,mask_slitted01_inc_f,mask_slitted01_inc_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2585,mask_slitted01_hal_m,mask_slitted01_hal_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2586,mask_slitted01_hal_f,mask_slitted01_hal_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2587,mask_slitted01_nor_m,mask_slitted01_nor_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2588,mask_slitted01_nor_f,mask_slitted01_nor_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2589,mask_slitted01_Dwa_m,mask_slitted01_Dwa_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2590,mask_slitted01_Dwa_f,mask_slitted01_Dwa_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2591,mask_slitted01_kob_m,mask_slitted01_kob_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2592,mask_slitted01_kob_f,mask_slitted01_kob_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2593,mask_slitted01_tro_m,mask_slitted01_tro_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2594,mask_slitted01_tro_f,mask_slitted01_tro_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2595,mask_slitted01_val_m,mask_slitted01_val_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2596,mask_slitted01_val_f,mask_slitted01_val_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2597,mask_slitted01_fro_m,mask_slitted01_fro_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2598,mask_slitted01_fro_f,mask_slitted01_fro_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2599,mask_slitted01_cel_m,mask_slitted01_cel_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2600,mask_slitted01_cel_f,mask_slitted01_cel_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2601,mask_slitted01_elf_m,mask_slitted01_elf_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2602,mask_slitted01_elf_f,mask_slitted01_elf_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2603,mask_slitted01_lur_m,mask_slitted01_lur_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2604,mask_slitted01_lur_f,mask_slitted01_lur_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2605,mask_slitted01_fir_m,mask_slitted01_fir_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2606,mask_slitted01_fir_f,mask_slitted01_fir_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2607,mask_slitted01_syl_m,mask_slitted01_syl_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2608,mask_slitted01_syl_f,mask_slitted01_syl_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2609,mask_slitted01_sha_m,mask_slitted01_sha_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2610,mask_slitted01_sha_f,mask_slitted01_sha_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2611,mask_slitted01_min_m,mask_slitted01_min_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2612,mask_skull01_bri_m,mask_skull01_bri_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2613,mask_skull01_bri_f,mask_skull01_bri_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2614,mask_skull01_sar_m,mask_skull01_sar_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2615,mask_skull01_sar_f,mask_skull01_sar_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2616,mask_skull01_hig_m,mask_skull01_hig_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2617,mask_skull01_hig_f,mask_skull01_hig_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2618,mask_skull01_ava_m,mask_skull01_ava_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2619,mask_skull01_ava_f,mask_skull01_ava_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2620,mask_skull01_inc_m,mask_skull01_inc_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2621,mask_skull01_inc_f,mask_skull01_inc_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2622,mask_skull01_hal_m,mask_skull01_hal_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2623,mask_skull01_hal_f,mask_skull01_hal_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2624,mask_skull01_nor_m,mask_skull01_nor_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2625,mask_skull01_nor_f,mask_skull01_nor_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2626,mask_skull01_Dwa_m,mask_skull01_Dwa_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2627,mask_skull01_Dwa_f,mask_skull01_Dwa_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2628,mask_skull01_kob_m,mask_skull01_kob_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2629,mask_skull01_kob_f,mask_skull01_kob_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2630,mask_skull01_tro_m,mask_skull01_tro_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2631,mask_skull01_tro_f,mask_skull01_tro_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2632,mask_skull01_val_m,mask_skull01_val_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2633,mask_skull01_val_f,mask_skull01_val_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2634,mask_skull01_fro_m,mask_skull01_fro_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2635,mask_skull01_fro_f,mask_skull01_fro_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2636,mask_skull01_cel_m,mask_skull01_cel_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2637,mask_skull01_cel_f,mask_skull01_cel_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2638,mask_skull01_elf_m,mask_skull01_elf_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2639,mask_skull01_elf_f,mask_skull01_elf_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2640,mask_skull01_lur_m,mask_skull01_lur_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2641,mask_skull01_lur_f,mask_skull01_lur_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2642,mask_skull01_fir_m,mask_skull01_fir_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2643,mask_skull01_fir_f,mask_skull01_fir_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2644,mask_skull01_syl_m,mask_skull01_syl_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2645,mask_skull01_syl_f,mask_skull01_syl_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2646,mask_skull01_sha_m,mask_skull01_sha_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2647,mask_skull01_sha_f,mask_skull01_sha_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2648,mask_skull01_min_m,mask_skull01_min_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2649,mask_plague01_bri_m,mask_plague01_bri_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2650,mask_plague01_bri_f,mask_plague01_bri_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2651,mask_plague01_sar_m,mask_plague01_sar_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2652,mask_plague01_sar_f,mask_plague01_sar_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2653,mask_plague01_hig_m,mask_plague01_hig_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2654,mask_plague01_hig_f,mask_plague01_hig_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2655,mask_plague01_ava_m,mask_plague01_ava_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2656,mask_plague01_ava_f,mask_plague01_ava_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2657,mask_plague01_inc_m,mask_plague01_inc_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2658,mask_plague01_inc_f,mask_plague01_inc_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2659,mask_plague01_hal_m,mask_plague01_hal_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2660,mask_plague01_hal_f,mask_plague01_hal_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2661,mask_plague01_nor_m,mask_plague01_nor_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2662,mask_plague01_nor_f,mask_plague01_nor_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2663,mask_plague01_Dwa_m,mask_plague01_Dwa_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2664,mask_plague01_Dwa_f,mask_plague01_Dwa_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2665,mask_plague01_kob_m,mask_plague01_kob_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2666,mask_plague01_kob_f,mask_plague01_kob_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2667,mask_plague01_tro_m,mask_plague01_tro_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2668,mask_plague01_tro_f,mask_plague01_tro_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2669,mask_plague01_val_m,mask_plague01_val_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2670,mask_plague01_val_f,mask_plague01_val_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2671,mask_plague01_fro_m,mask_plague01_fro_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2672,mask_plague01_fro_f,mask_plague01_fro_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2673,mask_plague01_cel_m,mask_plague01_cel_m,0,1,,,,,,,,,,,,,,,,,,,5,,
2674,mask_plague01_cel_f,mask_plague01_cel_f,0,1,,,,,,,,,,,,,,,,,,,5,,
2675,mask_plague01_elf_m,mask_plague01_elf_m,0,1,,,,,,,,,,,,,,,,,,,5,,
