Information,,Skin,,Archive,Expansion,,Housing,Material,Material,Material
6692,DR_A_Rebel02.dds,DR_A_Rebel02.dds,0,164,5,0,,,,
6693,DR_A_Rebel02B.dds,DR_A_Rebel02B.dds,0,164,5,0,,,,
6694,DR_A_Rebel03.dds,DR_A_Rebel03.dds,0,164,5,0,,,,
6695,DR_A_Rebel04.dds,DR_A_Rebel04.dds,0,164,5,0,,,,
6696,xaphan_head.dds,xaphan_head.dds,0,162,5,0,,,,
6697,xaphan_arms.dds,xaphan_arms.dds,0,162,5,0,,,,
6698,xaphan_body.dds,xaphan_body.dds,0,162,5,0,,,,
6699,astoroth_body.dds,astoroth_body.dds,0,162,5,0,,,,
6700,astoroth_head.dds,astoroth_head.dds,0,162,5,0,,,,
6701,astoroth_legs.dds,astoroth_legs.dds,0,162,5,0,,,,
6702,astoroth_arms.dds,astoroth_arms.dds,0,162,5,0,,,,
6703,Constaintine_Body.dds,Constaintine_Body.dds,0,0,5,0,,2274,,
6704,Constaintine_Boots.dds,Constaintine_Boots.dds,0,0,5,0,,2275,,
6705,Constaintine_Cloak.dds,Constaintine_Cloak.dds,0,0,5,0,,2276,,
6706,Constaintine_Gloves.dds,Constaintine_Gloves.dds,0,0,5,0,,2277,,
6707,Constaintine_Head.dds,Constaintine_Head.dds,0,0,5,0,,2278,,
6708,Constaintine_Helmet.dds,Constaintine_Helmet.dds,0,0,5,0,,2279,,
6709,Constaintine_ShoulderPads.dds,Constaintine_ShoulderPads.dds,0,0,5,0,,2280,,
6710,KingViking_Arms.dds,KingViking_Arms.dds,0,0,5,0,,2281,,
6711,KingViking_Body.dds,KingViking_Body.dds,0,0,5,0,,2282,,
6712,KingViking_Head.dds,KingViking_Head.dds,0,0,5,0,,2283,,
6713,KingViking_Helmet.dds,KingViking_Helmet.dds,0,0,5,0,,2284,,
6714,KingViking_Legs.dds,KingViking_Legs.dds,0,0,5,0,,2285,,
6715,KingViking_ShoulderArmour.dds,KingViking_ShoulderArmour.dds,0,0,5,0,,2286,,
6716,admorenth_arms.dds,admorenth_arms.dds,0,162,5,0,,,,
6717,admorenth_head.dds,admorenth_head.dds,0,162,5,0,,,,
6718,admorenth_body.dds,admorenth_body.dds,0,162,5,0,,,,
6719,Horse_undead.dds,Horse_undead.dds,0,0,4,0,,2296,,
6720,KingLug_boots.dds,KingLug_boots.dds,0,,5,0,,2290,,
6721,KingLug_head.dds,KingLug_head.dds,0,,5,0,,2291,,
6722,KingLug_helmet.dds,KingLug_helmet.dds,0,,5,0,,2292,,
6723,KingLug_shoulderpiece.dds,KingLug_shoulderpiece.dds,0,,5,0,,2293,,
6724,KingLug_arms.dds,KingLug_arms.dds,0,,5,0,,2294,,
6725,KingLug_body.dds,KingLug_body.dds,0,,5,0,,2295,,
6726,Horse_Medium_Brown.dds,Horse_Medium_Brown.dds,0,163,1,0,,,,
6727,3heads.dds,3heads.dds,0,161,4,0,,,,
6728,molochbody.dds,molochbody.dds,0,162,5,0,,,,
6729,molochhead.dds,molochhead.dds,0,162,5,0,,,,
6730,DR_Wraith.dds,DR_Wraith.dds,0,161,4,0,,,,
6731,DR_Svartalf_head.dds,DR_Svartalf_head.dds,0,161,4,0,,,,
6732,DR_Svartalf_body.dds,DR_Svartalf_body.dds,0,161,4,0,,,,
6733,DR_LeglessZ_Legion_head.dds,DR_LeglessZ_Legion_head.dds,0,161,4,0,,,,
6734,DR_LeglessZ_Legion_body.dds,DR_LeglessZ_Legion_body.dds,0,161,4,0,,,,
6735,DR_belial_head.dds,DR_belial_head.dds,0,162,5,0,,,,
6736,DR_belial_legs.dds,DR_belial_legs.dds,0,162,5,0,,,,
6737,DR_belial_body.dds,DR_belial_body.dds,0,162,5,0,,,,
6738,DR_belial_arms.dds,DR_belial_arms.dds,0,162,5,0,,,,
6739,DR_Wight_Flesh_head.dds,DR_Wight_Flesh_head.dds,0,161,4,0,,,,
6740,DR_Wight_Flesh_body.dds,DR_Wight_Flesh_body.dds,0,161,4,0,,,,
6741,DR_Wight_Blue_body.dds,DR_Wight_Blue_body.dds,0,161,4,0,,,,
6742,DR_Wight_Blue_head.dds,DR_Wight_Blue_head.dds,0,161,4,0,,,,
6743,DR_A_Peasant01.dds,DR_A_Peasant01.dds,0,165,5,0,,,,
6744,DR_A_Peasant02.dds,DR_A_Peasant02.dds,0,165,5,0,,,,
6745,DR_M_Peasant01.dds,DR_M_Peasant01.dds,0,165,5,0,,,,
6746,DR_M_Peasant02.dds,DR_M_Peasant02.dds,0,165,5,0,,,,
6747,DR_M_Rebel02_hooded.dds,DR_M_Rebel02_hooded.dds,0,164,5,0,,,,
6748,DR_M_Rebel03_masked.dds,DR_M_Rebel03_masked.dds,0,164,5,0,,,,
6749,DR_M_Rebel04_Helmet.dds,DR_M_Rebel04_Helmet.dds,0,164,5,0,,,,
6750,DR_M_Rebel01_longhair.dds,DR_M_Rebel01_longhair.dds,0,164,5,0,,,,
6751,Hib_Peasant_02.dds,Hib_Peasant_02.dds,0,165,5,0,,,,
6752,Hib_Peasant_01.dds,Hib_Peasant_01.dds,0,165,5,0,,,,
6753,Hib_Commoner.dds,Hib_Commoner.dds,0,164,5,0,,,,
6754,Hib_Captain.dds,Hib_Captain.dds,0,164,5,0,,,,
6755,Hib_Sargeant.dds,Hib_Sargeant.dds,0,164,5,0,,,,
6756,Hib_Private.dds,Hib_Private.dds,0,164,5,0,,,,
6757,locust_legs2005.dds,locust_legs2005.dds,0,160,4,0,,,,
6758,locust_body2005.dds,locust_body2005.dds,0,160,4,0,,,,
6759,locust_head2005.dds,locust_head2005.dds,0,160,4,0,,,,
6760,locustbossblade2005_arms.dds,locustbossblade2005_arms.dds,0,160,4,0,,,,
6761,DR_FieryScorpion.dds,DR_FieryScorpion.dds,0,160,4,0,,,,
6762,DR_succubushead.dds,DR_succubushead.dds,0,160,4,0,,,,
6763,DR_succubusbody.dds,DR_succubusbody.dds,0,160,4,0,,,,
6764,demon_body_Red.dds,demon_body_Red.dds,0,160,4,0,,,,
6765,demon_head_Red.dds,demon_head_Red.dds,0,160,4,0,,,,
6766,demon_body_Magma.dds,demon_body_Magma.dds,0,160,4,0,,,,
6767,demon_head_Magma.dds,demon_head_Magma.dds,0,160,4,0,,,,
6768,demon_body_Green.dds,demon_body_Green.dds,0,160,4,0,,,,
6769,demon_head_Green.dds,demon_head_Green.dds,0,160,4,0,,,,
6770,demon_body_Ash.dds,demon_body_Ash.dds,0,160,4,0,,,,
6771,demon_head_Ash.dds,demon_head_Ash.dds,0,160,4,0,,,,
6772,GiantMite.dds,GiantMite.dds,0,166,4,0,,,,
6773,xaphan_SoldierbodyFINAL.dds,xaphan_SoldierbodyFINAL.dds,0,162,5,0,,,,
6774,xaphan_SoldierheadFINAL.dds,xaphan_SoldierheadFINAL.dds,0,162,5,0,,,,
6775,DR_Green_Imp.dds,DR_Green_Imp.dds,0,166,4,0,,,,
6776,DR_Hag.dds,DR_Hag.dds,0,166,4,0,,,,
6777,Monster_Lamia_Body_Purple.dds,Monster_Lamia_Body_Purple.dds,0,166,4,0,,,,
6778,Monster_Lamia_Head_Purple.dds,Monster_Lamia_Head_Purple.dds,0,166,4,0,,,,
6779,Monster_Lamia_Head.dds,Monster_Lamia_Head.dds,0,166,4,0,,,,
6780,Monster_Lamia_Body.dds,Monster_Lamia_Body.dds,0,166,4,0,,,,
6781,bosshulkerbody.dds,bosshulkerbody.dds,0,166,4,0,,,,
6782,bosshulkerhead.dds,bosshulkerhead.dds,0,166,4,0,,,,
6783,utgard_arms.dds,utgard_arms.dds,0,162,5,0,,,,
6784,utgard_body.dds,utgard_body.dds,0,162,5,0,,,,
6785,utgard_legs.dds,utgard_legs.dds,0,162,5,0,,,,
6786,utgard_head.dds,utgard_head.dds,0,162,5,0,,,,
6787,Worm_Head.dds,Worm_Head.dds,0,166,4,0,,,,
6788,Worm_Body.dds,Worm_Body.dds,0,166,4,0,,,,
6789,belialchildren_body.dds,belialchildren_body.dds,0,162,5,0,,,,
6790,Dr_hagdemon.dds,Dr_hagdemon.dds,0,166,4,0,,,,
6791,DR_diseasedbear.dds,DR_diseasedbear.dds,0,166,4,0,,,,
6792,demon_head_Ice.dds,demon_head_Ice.dds,0,166,4,0,,,,
6793,demon_body_Ice.dds,demon_body_Ice.dds,0,166,4,0,,,,
6794,WraithDemon_JC.dds,WraithDemon_JC.dds,0,166,4,0,,,,
6795,LandCreature_JC.dds,LandCreature_JC.dds,0,166,4,0,,,,
6796,DR_Svartalf_f.dds,DR_Svartalf_f.dds,0,166,4,0,,,,
6797,DR_Svartalf_f_blue.dds,DR_Svartalf_f_blue.dds,0,166,4,0,,,,
6798,DR_azazel.dds,DR_azazel.dds,0,167,5,0,,,,
6799,Legion Zombie L_head.dds,Legion Zombie L_head.dds,0,168,4,0,,,,
6800,NecroServant_Body.dds,NecroServant_Body.dds,0,168,4,0,,,,
6801,NecroServant_Head.dds,NecroServant_Head.dds,0,168,4,0,,,,
6802,GreaterN_Body.dds,GreaterN_Body.dds,0,168,4,0,,,,
6803,GreaterN_head.dds,GreaterN_head.dds,0,168,4,0,,,,
6804,Legion Zombie L_body.dds,Legion Zombie L_body.dds,0,168,4,0,,,,
6805,blue utgard_arms.dds,utgard_arms.dds,0,167,5,0,,,,
6806,blue utgard_body.dds,utgard_body.dds,0,167,5,0,,,,
6807,blue utgard_legs.dds,utgard_legs.dds,0,167,5,0,,,,
6808,blue utgard_head.dds,utgard_head.dds,0,167,5,0,,,,
6809,ReanimatedServantHead.dds,ReanimatedServantHead.dds,0,168,4,0,,,,
6810,ReanimatedServantBody.dds,ReanimatedServantBody.dds,0,168,4,0,,,,
6811,HIB_DemonHeadA.dds,HIB_DemonHeadA.dds,0,167,5,0,,,,
6812,MID_DemonHeadA.dds,MID_DemonHeadA.dds,0,167,5,0,,,,
6813,MID_DemonHeadB.dds,MID_DemonHeadB.dds,0,167,5,0,,,,
6814,ALB_DemonHeadB.dds,ALB_DemonHeadB.dds,0,167,5,0,,,,
6815,ALB_DemonHeadA.dds,ALB_DemonHeadA.dds,0,167,5,0,,,,
6816,HIB_DemonHeadB.dds,HIB_DemonHeadB.dds,0,167,5,0,,,,
6817,DR_KINGVIKING_ROLLBACK.dds,DR_KINGVIKING_ROLLBACK.dds,0,170,5,0,,,,
6818,KingLug_Monster_body.dds,KingLug_Monster_body.dds,0,170,5,0,,,,
6819,KingLug_Monster_head.dds,KingLug_Monster_head.dds,0,170,5,0,,,,
6820,KingConstaintineRollback_Body.dds,KingConstaintineRollback_Body.dds,0,170,5,0,,,,
6821,KingConstaintineRollback_Head.dds,KingConstaintineRollback_Head.dds,0,170,5,0,,,,
6822,Male Infernalist,DR_A_Infernalist01.dds,0,169,4,0,,,,
6823,Female Infernalist,DR_A_Infernalist02.dds,0,169,4,0,,,,
6824,Albion_skeleton_head01.dds,Albion_skeleton_head01.dds,0,0,4,0,,2329,,
6825,body01_Albion_skeleton.dds,body01_Albion_skeleton.dds,0,0,4,0,,2330,,
6826,boots01_Albion_skeleton.dds,boots01_Albion_skeleton.dds,0,0,4,0,,2331,,
6827,gloves01_Albion_skeleton.dds,gloves01_Albion_skeleton.dds,0,0,4,0,,2332,,
6828,DR_Admorenth_Minion.dds,DR_Admorenth_Minion.dds,0,167,5,0, ,,,
6829,Body01_Starter_skeleton.dds,Body01_Starter_skeleton.dds,0,0,4,0,,2333,,
6830,Boots used for player skeleton,leaBoots01_13.dds,0,0,4,,,640,,
6831,Gloves used for player skeleton,leaGloves01_13.dds,0,0,4,0,,687,,
6832,TrollCoco.dds,TrollCoco.dds,0,171,1,0,,,,
6833,TrollCoco2.dds,TrollCoco2.dds,0,171,1,0,,,,
6834,FirbolgCocoHead.dds,FirbolgCocoHead.dds,0,171,1,0,,,,
6835,FirbolgCoco.dds,FirbolgCoco.dds,0,171,1,0,,,,
6836,HalfOgreCoco.dds,HalfOgreCoco.dds,0,171,1,0,,,,
6837,HalfOgreCocoHead.dds,HalfOgreCocoHead.dds,0,171,1,0,,,,
6838,Horse_Medium_Pink.dds,Horse_Medium_Pink.dds,0,0,4,0,,2236,,
6839,GreenLizard.dds,GreenLizard.dds,0,172,4,0,,,,
6840,LizardBrown.dds,LizardBrown.dds,0,172,4,0,,,,
6841,LizardIce.dds,LizardIce.dds,0,172,4,0,,,,
6842,LizardSilver.dds,LizardSilver.dds,0,172,4,0,,,,
6843,LizardRock.dds,LizardRock.dds,0,172,4,0,,,,
6844,Worm_Reg.dds,Worm_Reg.dds,0,172,4,0,,,,
6845,Worm_snow.dds,Worm_snow.dds,0,172,4,0,,,,
6846,Worm_Earthy.dds,Worm_Earthy.dds,0,172,4,0,,,,
6847,Worm_Swamp.dds,Worm_Swamp.dds,0,172,4,0,,,,
6848,Headless_Head01.dds,Headless_Head01.dds,0,0,4,0,,2334,,
6849,Cat_Goblin2.dds,Cat_Goblin2.dds,0,172,4,0,,,,
6850,Cat_Goblin2_whelp.dds,Cat_Goblin2_whelp.dds,0,172,4,0,,,,
6851,Cat_Goblin2_warrior.dds,Cat_Goblin2_warrior.dds,0,172,4,0,,,,
6852,Cat_Goblin2_shaman.dds,Cat_Goblin2_shaman.dds,0,172,4,0,,,,
6853,cthArms01_SS_Min_A.dds,cthArms01_SS_Min_A.dds,0,0,4,0,,2335,a,
6854,cthArms01_SS_Min_H.dds,cthArms01_SS_Min_H.dds,0,0,4,0,,2336,a,
6855,cthArms01_SS_Min_M.dds,cthArms01_SS_Min_M.dds,0,0,4,0,,2337,a,
6856,cthBody01_SS_Min_A.dds,cthBody01_SS_Min_A.dds,0,0,4,0,,2338,,
6857,cthBody01_SS_Min_H.dds,cthBody01_SS_Min_H.dds,0,0,4,0,,2339,,
6858,cthBody01_SS_Min_M.dds,cthBody01_SS_Min_M.dds,0,0,4,0,,2340,,
6859,cthBoots01_SS_Min_A.dds,cthBoots01_SS_Min_A.dds,0,0,4,0,,2341,,
6860,cthBoots01_SS_Min_H.dds,cthBoots01_SS_Min_H.dds,0,0,4,0,,2342,,
6861,cthBoots01_SS_Min_M.dds,cthBoots01_SS_Min_M.dds,0,0,4,0,,2343,,
6862,cthGloves01_SS_Min_A.dds,cthGloves01_SS_Min_A.dds,0,0,4,0,,2344,,
6863,cthGloves01_SS_Min_H.dds,cthGloves01_SS_Min_H.dds,0,0,4,0,,2345,,
6864,cthGloves01_SS_Min_M.dds,cthGloves01_SS_Min_M.dds,0,0,4,0,,2346,,
6865,cthLegs01_SS_Min_A.dds,cthLegs01_SS_Min_A.dds,0,0,4,0,,2347,a,
6866,cthLegs01_SS_Min_H.dds,cthLegs01_SS_Min_H.dds,0,0,4,0,,2348,a,
6867,cthLegs01_SS_Min_M.dds,cthLegs01_SS_Min_M.dds,0,0,4,0,,2349,a,
6868,Winged Demon Wolf,DemonWolf.DDS,0,173,6,0,,,,
6869,silver construct skin,construct.dds,0,173,6,0,,,,
6870,copper construct skin,construct_02.dds,0,173,6,0,,,,
6871,Copper Spider Construct,construct_spider_2.dds,0,173,6,0,,,,
6872,Silver Spider Constrcut,construct_spider.dds,0,173,6,0,,,,
6873,Catatoa_shade_hair.dds,Catatoa_shade_hair.dds,0, ,4,0,,2350,,
6874,Catatoa_stone_hair1.dds,Catatoa_stone_hair1.dds,0, ,4,0,,2351,,
6875,Corrupt_legs_02.dds,Corrupt_legs_02.dds,0,,6,0,0,2352,,
6876,Corrupt_legs_03.dds,Corrupt_legs_03.dds,0,,6,0,0,2353,,
6877,Corrupt_arms_01.dds,Corrupt_arms_01.dds,0,,6,0,0,2354,,
6878,Corrupt_arms_02.dds,Corrupt_arms_02.dds,0,,6,0,0,2355,,
6879,Corrupt_arms_03.dds,Corrupt_arms_03.dds,0,,6,0,0,2356,,
6880,Corrupt_head_01.dds,Corrupt_head_01.dds,0,,6,0,0,2357,,
6881,Corrupt_head_02.dds,Corrupt_head_02.dds,0,,6,0,0,2358,,
6882,Corrupt_head_03.dds,Corrupt_head_03.dds,0,,6,0,0,2359,,
6883,Corrupt_legs_01.dds,Corrupt_legs_01.dds,0,,6,0,0,2360,,
6884,Undead_Drakoran.dds,Undead_Drakoran.dds,0,174,4,0,0,,,
6885,Doppleganger_Minotaur.dds,Doppleganger_Minotaur.dds,0,173,6,0,0,,,
6886,Doppleganger_Demon.dds,Doppleganger_Demon.dds,0,173,6,0,0,,,
6887,Doppleganger_Demon_Cloth.dds,Doppleganger_Demon_Cloth.dds,0,173,6,0,0,,,
6888,Doppleganger_Minotaur_cloth.dds,Doppleganger_Minotaur_cloth.dds,0,173,6,0,0,,,
6889,CataKilt_shade_high.dds,CataKilt_shade_high.dds,0,,4,0,0,2361,,
6890,mino_skeleton_head.dds,mino_skeleton_head.dds,0,,6,0,0,2362,,
6891,mino_skeleton_legs.dds,mino_skeleton_legs.dds,0,,6,0,0,2363,,
6892,mino_skeleton_arms.dds,mino_skeleton_arms.dds,0,,6,0,0,2364,,
6893,cerberusBody.dds,cerberusBody.dds,0,173,6,0,0,,,
6894,cerberusHead.dds,cerberusHead.dds,0,173,6,0,0,,,
6895,minoConstructParts.dds,minoConstructParts.dds,0,173,6,,,,,
6896,minoConstructBody.dds,minoConstructBody.dds,0,173,6,,,,,
6897,minoConstructCoals.dds,minoConstructCoals.dds,0,173,6,,,,,
6898,minoConstructCoalsGlow.dds,minoConstructCoalsGlow.dds,3,173,6,,,,,
6899,MinoA_m_Head01.dds,MinoA_m_Head01.dds,,,4,,,2365,,
6900,MinoA_m_Head02.dds,MinoA_m_Head02.dds,,,4,,,2366,,
6901,MinoA_m_Head03.dds,MinoA_m_Head03.dds,,,4,,,2367,,
6902,MinoA_m_Head04.dds,MinoA_m_Head04.dds,,,4,,,2368,,
6903,MinoA_m_Head05.dds,MinoA_m_Head05.dds,,,4,,,2369,,
6904,MinoA_m_Head06.dds,MinoA_m_Head06.dds,,,4,,,2370,,
6905,cthBody01_SS_Min_A.dds,cthBody01_SS_Min_A.dds,,,4,,,2371,,
6906,cthBody01_SS_Min_H.dds,cthBody01_SS_Min_H.dds,,,4,,,2372,,
6907,cthBody01_SS_Min_M.dds,cthBody01_SS_Min_M.dds,,,4,,,2373,,
6908,cthBoots01_SS_Min_A.dds,cthBoots01_SS_Min_A.dds,,,4,,,2374,,
6909,cthBoots01_SS_Min_H.dds,cthBoots01_SS_Min_H.dds,,,4,,,2375,,
6910,cthBoots01_SS_Min_M.dds,cthBoots01_SS_Min_M.dds,,,4,,,2376,,
6911,cthGloves01_SS_Min_A.dds,cthGloves01_SS_Min_A.dds,,,4,,,2377,,
6912,cthGloves01_SS_Min_H.dds,cthGloves01_SS_Min_H.dds,,,4,,,2378,,
6913,MinoM_m_Head01.dds,MinoM_m_Head01.dds,,,4,,,2379,a,
6914,MinoM_m_Head02.dds,MinoM_m_Head02.dds,,,4,,,2380,a,
6915,MinoM_m_Head03.dds,MinoM_m_Head03.dds,,,4,,,2381,a,
6916,MinoM_m_Head04.dds,MinoM_m_Head04.dds,,,4,,,2382,a,
6917,MinoM_m_Head05.dds,MinoM_m_Head05.dds,,,4,,,2383,a,
6918,MinoM_m_Head06.dds,MinoM_m_Head06.dds,,,4,,,2384,a,
6919,MinoH_m_Head01.dds,MinoH_m_Head01.dds,,,4,,,2385,,
6920,MinoH_m_Head02.dds,MinoH_m_Head02.dds,,,4,,,2386,,
6921,MinoH_m_Head03.dds,MinoH_m_Head03.dds,,,4,,,2387,,
6922,MinoH_m_Head04.dds,MinoH_m_Head04.dds,,,4,,,2388,,
6923,MinoH_m_Head05.dds,MinoH_m_Head05.dds,,,4,,,2389,,
6924,MinoH_m_Head06.dds,MinoH_m_Head06.dds,,,4,,,2390,,
6925,MinoM_m_Head07.dds,MinoM_m_Head07.dds,,,4,,,2391, ,
6926,MinoA_m_Head07.dds,MinoA_m_Head07.dds,,,4,,,2392,,
6927,MinoH_m_Head07.dds,MinoH_m_Head07.dds,,,4,,,2393,,
6928,MinA_m_hair01.dds,MinA_m_hair01.dds,,,4,,,2394,a,
6929,MinA_m_hair02.dds,MinA_m_hair02.dds,,,4,,,2395,a,
6930,MinA_m_hair03.dds,MinA_m_hair03.dds,,,4,,,2396,a,
6931,MinA_m_hair04.dds,MinA_m_hair04.dds,,,4,,,2397,a,
6932,MinM_m_hair01.dds,MinM_m_hair01.dds,,,4,,,2398,a,
6933,MinM_m_hair02.dds,MinM_m_hair02.dds,,,4,,,2399,a,
6934,MinM_m_hair03.dds,MinM_m_hair03.dds,,,4,,,2400,a,
6935,MinM_m_hair04.dds,MinM_m_hair04.dds,,,4,,,2401,a,
6936,MinH_m_hair01.dds,MinH_m_hair01.dds,,,4,,,2402,a,
6937,MinH_m_hair02.dds,MinH_m_hair02.dds,,,4,,,2403,a,
6938,MinH_m_hair03.dds,MinH_m_hair03.dds,,,4,,,2404,a,
6939,MinH_m_hair04.dds,MinH_m_hair04.dds,,,4,,,2405,a,
6940,eyecolor_minotaur_m_color05.dds,eyecolor_minotaur_m_color05.dds,2,174,4,,,,,
6941,eyecolor_minotaur_m_color04.dds,eyecolor_minotaur_m_color04.dds,2,174,4,,,,,
6942,eyecolor_minotaur_m_color03.dds,eyecolor_minotaur_m_color03.dds,2,174,4,,,,,
6943,eyecolor_minotaur_m_color02.dds,eyecolor_minotaur_m_color02.dds,2,174,4,,,,,
6944,eyecolor_minotaur_m_color01.dds,eyecolor_minotaur_m_color01.dds,2,174,4,,,,,
6945,eyecolor_minotaur_m_color08.dds,eyecolor_minotaur_m_color08.dds,2,174,4,,,,,
6946,eyecolor_minotaur_m_color07.dds,eyecolor_minotaur_m_color07.dds,2,174,4,,,,,
6947,eyecolor_minotaur_m_color06.dds,eyecolor_minotaur_m_color06.dds,2,174,4,,,,,
6948,Clockwork_Cat_Pet01.dds,Clockwork_Cat_Pet01.dds,0,171,1,,,,,
6949,MMinotaurM.dds,MMinotaurM.dds,0,171,1,,,,,
6950,BMinotaurM.dds,BMinotaurM.dds,0,171,1,,,,,
6951,HMinotaurM.dds,HMinotaurM.dds,0,171,1,,,,,
6952,goblin2_construct.dds,goblin2_construct.dds,0,171,4,,,,,
6953,Golem_Metal.dds,Golem_Metal.dds,0,173,6,,,,,
6954,teleporter.dds,teleporter.dds,0,174,6,,,,,
6955,Mino_M_mummyHead01.dds,Mino_M_mummyHead01.dds,0,,4,,,2406,,
6956,Mino_M_ShadeHead01.dds,Mino_M_ShadeHead01.dds,0,,4,,,2407,,
6957,MinoA_M_mummyhair01.dds,MinoA_M_mummyhair01.dds,0,,4,,,2408,,
6958,MinoH_M_mummyhair01.dds,MinoH_M_mummyhair01.dds,0,,4,,,2409,,
6959,MinoM_M_mummyhair01.dds,MinoM_M_mummyhair01.dds,0,,4,,,2410,,
6960,Sea_Horse.dds,Sea_Horse.dds,0,,4,,,2411,,
6961,Arboreal_Horse.dds,Arboreal_Horse.dds,0,,4,,,2412,,
6962,agramon_body.dds,agramon_body.dds,0,175,6,,,,,
6963,agramon_legs.dds,agramon_legs.dds,0,175,6,,,,,
6964,Horse_Clockwork.dds,Horse_Clockwork.dds,0,,4,,,2413,,
6965,Horse_Gemstone.dds,Horse_Gemstone.dds,0,,4,,,2414,,
6966,goblin_chief_body.dds,goblin_chief_body.dds,0,175,6,,,,,
6967,goblin_chief_shield.dds,goblin_chief_shield.dds,0,175,6,,,,,
6968,stone_golem.dds,stone_golem.dds,0,175,6,,,,,
6969,utgard_arms_glowmap.dds,utgard_arms_glowmap.dds,3,167,5,,,,,
6970,utgard_head_glowmap.dds,utgard_head_glowmap.dds,3,167,5,,,,,
6971,utgard_body_glowmap.dds,utgard_body_glowmap.dds,3,167,5,,,,,
6972,utgard_legs_glowmap.dds,utgard_legs_glowmap.dds,6,167,5,,,,,
6973,GoblinConstruct_Shaman.dds,GoblinConstruct_Shaman.dds,0,171,4,,,,,
6974,GoblinConstruct_Warrior.dds,GoblinConstruct_Warrior.dds,0,171,4,,,,,
6975,infernalist_possessed_01.dds,infernalist_possessed_01.dds,0,175,6,,,,,
6976,Classic Corrupt Minotaur Skin 1,cor1.dds,0,176,6,,,,,
6977,Classic Corrupt Minotaur Skin 2,cor2.dds,0,176,6,,,,,
6978,Classic Corrupt Minotaur Skin 3,cor3.dds,0,176,6,,,,,
6979,Classic Undead Minotaur Skin,skel.dds,0,176,6,,,,,
6980,Golem_stone_flooded.dds,Golem_stone_flooded.dds,0,175,6,,,,,
6981,dracolich_wing.dds,dracolich_wing.dds,0,175,6,,,,,
6982,dracolich_body.dds,dracolich_body.dds,0,175,6,,,,,
6983,AmbientCreaturesTexture.dds,AmbientCreaturesTexture.dds,0,174,4,,,,,
6984,stone_dragon_body.dds,stone_dragon_body.dds,0,177,1,,,,,
6985,stone_dragon_head.dds,stone_dragon_head.dds,0,177,1,,,,,
6986,Head Glow Map Stone Dragon,stone_dragon_head_glow.dds,3,177,1,,,,,
6987,wolf_dragron_head.dds,wolf_dragron_head.dds,0,177,1,,,,,
6988,wolf_dragron_body.dds,wolf_dragron_body.dds,0,177,1,,,,,
6989,body_cupid_demon.dds,body_cupid_demon.dds,0,174,4,,,,,
6990,glimmer_dragon_head_glow.dds,glimmer_dragon_head_glow.dds,3,177,1,,,,,
6991,glimmer_dragon_body.dds,glimmer_dragon_body.dds,0,177,1,,,,,
6992,glimmer_dragon_body_glow.dds,glimmer_dragon_body_glow.dds,3,177,1,,,,,
6993,glimmer_dragon_head.dds,glimmer_dragon_head.dds,0,177,1,,,,,
6994,werewolf_drakulv.dds,werewolf_drakulv.dds,0,0,4,,,2510,,
6995,werewolf_brown.dds,werewolf_brown.dds,0,0,4,,,2511,,
6996,cat_stonegiant_bodyWarrior.dds,cat_stonegiant_bodyWarrior.dds,0,178,1,,,,,
6997,cat_stonegiant_bodyGuardian.dds,cat_stonegiant_bodyGuardian.dds,0,178,1,,,,,
6998,cat_stonegiant_legs.dds,cat_stonegiant_legs.dds,0,178,1,,,,,
6999,babystonedragon.dds,babystonedragon.dds,0,178,1,,,,,
7000,glimmer_knight_body.dds,glimmer_knight_body.dds,0,178,1,,,,,
7001,glimmer_knight_body_glow.dds,glimmer_knight_body_glow.dds,3,178,1,,,,,
7002,baby_glimmer_dragon.dds,baby_glimmer_dragon.dds,0,178,1,,,,,
7003,baby_glimmer_dragon_glow.dds,baby_glimmer_dragon_glow.dds,3,178,1,,,,,
7004,babywolfdragon.dds,babywolfdragon.dds,0,178,1,,,,,
7005,wolf_lizard.dds,wolf_lizard.dds,0,179,4,,,,,
7006,werewolf_white.dds,werewolf_white.dds,0,0,4,,,2551,,
7007,glimmer_caster_head.dds,glimmer_caster_head.dds,0,178,1,,,,,
7008,glimmer_caster_head_glow.dds,glimmer_caster_head_glow.dds,3,178,1,,,,,
7009,glimmer_zombie_ghoul.dds,glimmer_zombie_ghoul.dds,0,178,1,,,,,
7010,glimmer_zombie_ghoul_glow.dds,glimmer_zombie_ghoul_glow.dds,3,178,1,,,,,
7011,cat_rock_critter.dds,cat_rock_critter.dds,0,178,1,,,,,
7012,cat_stonegiant_bodyGlow.dds,cat_stonegiant_bodyGlow.dds,3,178,1,,,,,
7013,babystonedragon_glow.dds,babystonedragon_glow.dds,3,178,1,,,,,
7014,cat_rock_critter_glow.dds,cat_rock_critter_glow.dds,3,178,1,,,,,
7015,ADR_Dragonsworn_Helm_Chain_Mid.dds,ADR_Dragonsworn_Helm_Chain_Mid.dds,0, ,4,,,2666,,
7016,ADR_Dragonsworn_Helm_Cloth_Robe.dds,ADR_Dragonsworn_Helm_Cloth_Robe.dds,0, ,4,,,2667,,
7017,ADR_Dragonsworn_Helm_Leather.dds,ADR_Dragonsworn_Helm_Leather.dds,0, ,4,,,2668,,
