Information,,Skin,,Archive,Expansion,
2467,Mino Scale Arms,lab_mino_scl1_arm1.dds,,58,4,
2468,Mino Scale Female Body,lab_mino_scl1_body1f.dds,,58,4,
2469,Mino Scale Male Body,lab_mino_scl1_body1m.dds,,58,4,
2470,Mino Scale Boots,lab_mino_scl1_boot1.dds,,58,4,
2471,Mino Scale Gloves,lab_mino_scl1_glove1.dds,,58,4,
2472,Mino Scale Legs,lab_mino_scl1_leg1.dds,,58,4,
2473,Mino Studded Arms,lab_mino_std1_arm1.dds,,58,4,
2474,Mino Studded Female Body,lab_mino_std1_body1f.dds,,58,4,
2475,Mino Studded Male Body,lab_mino_std1_body1m.dds,,58,4,
2476,Mino Studded Boots,lab_mino_std1_boot1.dds,,58,4,
2477,Mino Studded Gloves,lab_mino_std1_glove1.dds,,58,4,
2478,Mino Studded Legs,lab_mino_std1_leg1.dds,,58,4,
2479,Mino Chain Arms,lab_mino_chn1_arm1.dds,,58,4,
2480,Mino Chain Female Body,lab_mino_chn1_body1f.dds,,58,4,
2481,Mino Chain Male Body,lab_mino_chn1_body1m.dds,,58,4,
2482,Mino Chain Boots,lab_mino_chn1_boot1.dds,,58,4,
2483,Mino Chain Gloves,lab_mino_chn1_glove1.dds,,58,4,
2484,Mino Chain Legs,lab_mino_chn1_leg1.dds,,58,4,
2485,Mino Leather Arms,lab_mino_lea1_arm1.dds,,58,4,
2486,Mino Leather Body Female,lab_mino_lea1_body1f.dds,,58,4,
2487,Mino Leather Body Male,lab_mino_lea1_body1m.dds,,58,4,
2488,Mino Leather Boots,lab_mino_lea1_boot1.dds,,58,4,
2489,Mino Leather Gloves,lab_mino_lea1_glove1.dds,,58,4,
2490,Mino Leather Legs,lab_mino_lea1_leg1.dds,,58,4,
2491,Mid Mauler Epic Body Male,Lab_Epic_Alb_Mauler_Lea1_body1m.dds,,57,4,
2492,Mid Mauler Epic Body Boots,Lab_Epic_Alb_Mauler_Lea1_boots.dds,,57,4,
2493,Mid Mauler Epic Gloves,Lab_Epic_Alb_Mauler_Lea1_gloves.dds,,57,4,
2494,Mid Mauler Epic Legs,Lab_Epic_Alb_Mauler_Lea1_legs.dds,,57,4,
2495,Mid Mauler Epic Arms,Lab_Epic_Alb_Mauler_Lea1_arms.dds,,57,4,
2496,Mid Mauler Epic Body Female,Lab_Epic_Alb_Mauler_Lea1_body1f.dds,,57,4,
2497,Mino Cloth Arms,lab_mino_cth1_arm1.dds,,58,4,
2498,Mino Cloth Legs,lab_mino_cth1_leg1.dds,,58,4,
2499,Mino Cloth Gloves,lab_mino_cth1_glove1.dds,,58,4,
2500,Mino Cloth Boots,lab_mino_cth1_boot1.dds,,58,4,
2501,Corrupt Cloth Mino Boots,lab_corruptmino_cth1_boot1.dds,,58,4,
2502,Corrupt Cloth Mino Arms,lab_corruptmino_cth1_arm1.dds,,58,4,
2503,Corrupt Cloth Mino Legs,lab_corruptmino_cth1_leg1.dds,,58,4,
2504,Corrupt Cloth Mino Gloves,lab_corruptmino_cth1_glove1.dds,,58,4,
2505,Corrupt Mino Cloth Body Female,lab_corruptmino_cth1_body1f.dds,,58,4,
2506,Corrupt Mino Cloth Body Male,lab_corruptmino_cth1_body1m.dds,,58,4,
2507,Mino Cloth Body Female,lab_mino_cth1_body1f.dds,,58,4,
2508,Mino Cloth Body Male,lab_mino_cth1_body1m.dds,,58,4,
2509,bainshee_startvest01.dds,bainshee_startvest01.dds,,51,4,
2510,werewolf_drakulv,werewolf_drakulv.dds,,59,4,
2511,werewolf_brown,werewolf_brown.dds,,59,4,
2512,ADR_werewolf_startskin.dds,ADR_werewolf_startskin.dds,,59,4,
2513,ADR_DragonSworn_cth01_body01m.dds,ADR_DragonSworn_cth01_body01m.dds,,60,4,
2514,ADR_DragonSworn_cth01_boots01.dds,ADR_DragonSworn_cth01_boots01.dds,,60,4,
2515,ADR_DragonSworn_cth01_gloves01.dds,ADR_DragonSworn_cth01_gloves01.dds,,60,4,
2516,ADR_DragonSworn_cth01_legs01.dds,ADR_DragonSworn_cth01_legs01.dds,,60,4,
2517,ADR_DragonSworn_cth01_arms01.dds,ADR_DragonSworn_cth01_arms01.dds,,60,4,
2518,ADR_DragonSworn_cth01_body01f.dds,ADR_DragonSworn_cth01_body01f.dds,,60,4,
2519,ADR_DragonSworn_lea01_arms01.dds,ADR_DragonSworn_lea01_arms01.dds,,60,4,
2520,ADR_DragonSworn_lea01_body01f.dds,ADR_DragonSworn_lea01_body01f.dds,,60,4,
2521,ADR_DragonSworn_lea01_body01m.dds,ADR_DragonSworn_lea01_body01m.dds,,60,4,
2522,ADR_DragonSworn_lea01_boots01.dds,ADR_DragonSworn_lea01_boots01.dds,,60,4,
2523,ADR_DragonSworn_lea01_gloves01.dds,ADR_DragonSworn_lea01_gloves01.dds,,60,4,
2524,ADR_DragonSworn_lea01_legs01.dds,ADR_DragonSworn_lea01_legs01.dds,,60,4,
2525,ADR_DragonSworn_std01_arms01.dds,ADR_DragonSworn_std01_arms01.dds,,60,4,
2526,ADR_DragonSworn_std01_body01f.dds,ADR_DragonSworn_std01_body01f.dds,,60,4,
2527,ADR_DragonSworn_std01_body01m.dds,ADR_DragonSworn_std01_body01m.dds,,60,4,
2528,ADR_DragonSworn_std01_boots01.dds,ADR_DragonSworn_std01_boots01.dds,,60,4,
2529,ADR_DragonSworn_std01_gloves01.dds,ADR_DragonSworn_std01_gloves01.dds,,60,4,
2530,ADR_DragonSworn_std01_legs01.dds,ADR_DragonSworn_std01_legs01.dds,,60,4,
2531,ADR_DragonSworn_scl01_arms1.dds,ADR_DragonSworn_scl01_arms1.dds,,60,4,
2532,ADR_DragonSworn_scl01_body1f.dds,ADR_DragonSworn_scl01_body1f.dds,,60,4,
2533,ADR_DragonSworn_scl01_body1m.dds,ADR_DragonSworn_scl01_body1m.dds,,60,4,
2534,ADR_DragonSworn_scl01_boots1.dds,ADR_DragonSworn_scl01_boots1.dds,,60,4,
2535,ADR_DragonSworn_scl01_gloves1.dds,ADR_DragonSworn_scl01_gloves1.dds,,60,4,
2536,ADR_DragonSworn_scl01_legs1.dds,ADR_DragonSworn_scl01_legs1.dds,,60,4,
2537,ADR_DragonSworn_chn01_arms01.dds,ADR_DragonSworn_chn01_arms01.dds,,60,4,
2538,ADR_DragonSworn_chn01_body01f.dds,ADR_DragonSworn_chn01_body01f.dds,,60,4,
2539,ADR_DragonSworn_chn01_body01m.dds,ADR_DragonSworn_chn01_body01m.dds,,60,4,
2540,ADR_DragonSworn_chn01_boots01.dds,ADR_DragonSworn_chn01_boots01.dds,,60,4,
2541,ADR_DragonSworn_chn01_gloves01.dds,ADR_DragonSworn_chn01_gloves01.dds,,60,4,
2542,ADR_DragonSworn_chn01_legs01.dds,ADR_DragonSworn_chn01_legs01.dds,,60,4,
2543,ADR_DragonSworn_plt01_arms01.dds,ADR_DragonSworn_plt01_arms01.dds,,60,4,
2544,ADR_DragonSworn_plt01_body01f.dds,ADR_DragonSworn_plt01_body01f.dds,,60,4,
2545,ADR_DragonSworn_plt01_body01m.dds,ADR_DragonSworn_plt01_body01m.dds,,60,4,
2546,ADR_DragonSworn_plt01_boots01.dds,ADR_DragonSworn_plt01_boots01.dds,,60,4,
2547,ADR_DragonSworn_plt01_gloves01.dds,ADR_DragonSworn_plt01_gloves01.dds,,60,4,
2548,ADR_DragonSworn_plt01_legs01.dds,ADR_DragonSworn_plt01_legs01.dds,,60,4,
2549,ADR_DragonSworn_rob01_body01f.dds,ADR_DragonSworn_rob01_body01f.dds,,60,4,
2550,ADR_DragonSworn_rob01_body01m.dds,ADR_DragonSworn_rob01_body01m.dds,,60,4,
2551,werewolf_white.dds,werewolf_white.dds,,59,4,
2552,ADR_DragonSlayer_Albion_plt01_body01f.dds,ADR_DragonSlayer_Albion_plt01_body01f.dds,,61,4,
2553,ADR_DragonSlayer_Albion_plt01_body01m.dds,ADR_DragonSlayer_Albion_plt01_body01m.dds,,61,4,
2554,ADR_DragonSlayer_Albion_plt01_boots01.dds,ADR_DragonSlayer_Albion_plt01_boots01.dds,,61,4,
2555,ADR_DragonSlayer_Albion_plt01_gloves01.dds,ADR_DragonSlayer_Albion_plt01_gloves01.dds,,61,4,
2556,ADR_DragonSlayer_Albion_plt01_arms01.dds,ADR_DragonSlayer_Albion_plt01_arms01.dds,,61,4,
2557,ADR_DragonSlayer_Albion_plt01_legs01.dds,ADR_DragonSlayer_Albion_plt01_legs01.dds,,61,4,
2558,ADR_DragonSlayer_Albion_std01_body01f.dds,ADR_DragonSlayer_Albion_std01_body01f.dds,,61,4,
2559,ADR_DragonSlayer_Albion_std01_body01m.dds,ADR_DragonSlayer_Albion_std01_body01m.dds,,61,4,
2560,ADR_DragonSlayer_Albion_std01_boots01.dds,ADR_DragonSlayer_Albion_std01_boots01.dds,,61,4,
2561,ADR_DragonSlayer_Albion_std01_gloves01.dds,ADR_DragonSlayer_Albion_std01_gloves01.dds,,61,4,
2562,ADR_DragonSlayer_Albion_std01_arms01.dds,ADR_DragonSlayer_Albion_std01_arms01.dds,,61,4,
2563,ADR_DragonSlayer_Albion_std01_legs01.dds,ADR_DragonSlayer_Albion_std01_legs01.dds,,61,4,
2564,ADR_DragonSlayer_Albion_scl01_body01f.dds,ADR_DragonSlayer_Albion_scl01_body01f.dds,,61,4,
2565,ADR_DragonSlayer_Albion_scl01_body01m.dds,ADR_DragonSlayer_Albion_scl01_body01m.dds,,61,4,
2566,ADR_DragonSlayer_Albion_scl01_boots01.dds,ADR_DragonSlayer_Albion_scl01_boots01.dds,,61,4,
2567,ADR_DragonSlayer_Albion_scl01_gloves01.dds,ADR_DragonSlayer_Albion_scl01_gloves01.dds,,61,4,
2568,ADR_DragonSlayer_Albion_scl01_arms01.dds,ADR_DragonSlayer_Albion_scl01_arms01.dds,,61,4,
2569,ADR_DragonSlayer_Albion_scl01_legs01.dds,ADR_DragonSlayer_Albion_scl01_legs01.dds,,61,4,
2570,ADR_DragonSlayer_Albion_lea01_body01f.dds,ADR_DragonSlayer_Albion_lea01_body01f.dds,,61,4,
2571,ADR_DragonSlayer_Albion_lea01_body01m.dds,ADR_DragonSlayer_Albion_lea01_body01m.dds,,61,4,
2572,ADR_DragonSlayer_Albion_lea01_boots01.dds,ADR_DragonSlayer_Albion_lea01_boots01.dds,,61,4,
2573,ADR_DragonSlayer_Albion_lea01_gloves01.dds,ADR_DragonSlayer_Albion_lea01_gloves01.dds,,61,4,
2574,ADR_DragonSlayer_Albion_lea01_arms01.dds,ADR_DragonSlayer_Albion_lea01_arms01.dds,,61,4,
2575,ADR_DragonSlayer_Albion_lea01_legs01.dds,ADR_DragonSlayer_Albion_lea01_legs01.dds,,61,4,
2576,ADR_DragonSlayer_Albion_chn01_body01f.dds,ADR_DragonSlayer_Albion_chn01_body01f.dds,,61,4,
2577,ADR_DragonSlayer_Albion_chn01_body01m.dds,ADR_DragonSlayer_Albion_chn01_body01m.dds,,61,4,
2578,ADR_DragonSlayer_Albion_chn01_boots01.dds,ADR_DragonSlayer_Albion_chn01_boots01.dds,,61,4,
2579,ADR_DragonSlayer_Albion_chn01_gloves01.dds,ADR_DragonSlayer_Albion_chn01_gloves01.dds,,61,4,
2580,ADR_DragonSlayer_Albion_chn01_arms01.dds,ADR_DragonSlayer_Albion_chn01_arms01.dds,,61,4,
2581,ADR_DragonSlayer_Albion_chn01_legs01.dds,ADR_DragonSlayer_Albion_chn01_legs01.dds,,61,4,
2582,ADR_DragonSlayer_Albion_rob01_body01f.dds,ADR_DragonSlayer_Albion_rob01_body01f.dds,,61,4,
2583,ADR_DragonSlayer_Albion_rob01_body01m.dds,ADR_DragonSlayer_Albion_rob01_body01m.dds,,61,4,
2584,ADR_DragonSlayer_Albion_rob01_boots01.dds,ADR_DragonSlayer_Albion_rob01_boots01.dds,,61,4,
2585,ADR_DragonSlayer_Albion_rob01_gloves01.dds,ADR_DragonSlayer_Albion_rob01_gloves01.dds,,61,4,
2586,ADR_DragonSlayer_Albion_rob01_arms01.dds,ADR_DragonSlayer_Albion_rob01_arms01.dds,,61,4,
2587,ADR_DragonSlayer_Albion_rob01_legs01.dds,ADR_DragonSlayer_Albion_rob01_legs01.dds,,61,4,
2588,ADR_DragonSlayer_Albion_cth01_body01f.dds,ADR_DragonSlayer_Albion_cth01_body01f.dds,,61,4,
2589,ADR_DragonSlayer_Albion_cth01_body01m.dds,ADR_DragonSlayer_Albion_cth01_body01m.dds,,61,4,
2590,ADR_DragonSlayer_Mid_plt01_body01f.dds,ADR_DragonSlayer_Mid_plt01_body01f.dds,,61,4,
2591,ADR_DragonSlayer_Mid_plt01_body01m.dds,ADR_DragonSlayer_Mid_plt01_body01m.dds,,61,4,
2592,ADR_DragonSlayer_Mid_plt01_boots01.dds,ADR_DragonSlayer_Mid_plt01_boots01.dds,,61,4,
2593,ADR_DragonSlayer_Mid_plt01_gloves01.dds,ADR_DragonSlayer_Mid_plt01_gloves01.dds,,61,4,
2594,ADR_DragonSlayer_Mid_plt01_arms01.dds,ADR_DragonSlayer_Mid_plt01_arms01.dds,,61,4,
2595,ADR_DragonSlayer_Mid_plt01_legs01.dds,ADR_DragonSlayer_Mid_plt01_legs01.dds,,61,4,
2596,ADR_DragonSlayer_Mid_std01_body01f.dds,ADR_DragonSlayer_Mid_std01_body01f.dds,,61,4,
2597,ADR_DragonSlayer_Mid_std01_body01m.dds,ADR_DragonSlayer_Mid_std01_body01m.dds,,61,4,
2598,ADR_DragonSlayer_Mid_std01_boots01.dds,ADR_DragonSlayer_Mid_std01_boots01.dds,,61,4,
2599,ADR_DragonSlayer_Mid_std01_gloves01.dds,ADR_DragonSlayer_Mid_std01_gloves01.dds,,61,4,
2600,ADR_DragonSlayer_Mid_std01_arms01.dds,ADR_DragonSlayer_Mid_std01_arms01.dds,,61,4,
2601,ADR_DragonSlayer_Mid_std01_legs01.dds,ADR_DragonSlayer_Mid_std01_legs01.dds,,61,4,
2602,ADR_DragonSlayer_Mid_scl01_body01f.dds,ADR_DragonSlayer_Mid_scl01_body01f.dds,,61,4,
2603,ADR_DragonSlayer_Mid_scl01_body01m.dds,ADR_DragonSlayer_Mid_scl01_body01m.dds,,61,4,
2604,ADR_DragonSlayer_Mid_scl01_boots01.dds,ADR_DragonSlayer_Mid_scl01_boots01.dds,,61,4,
2605,ADR_DragonSlayer_Mid_scl01_gloves01.dds,ADR_DragonSlayer_Mid_scl01_gloves01.dds,,61,4,
2606,ADR_DragonSlayer_Mid_scl01_arms01.dds,ADR_DragonSlayer_Mid_scl01_arms01.dds,,61,4,
2607,ADR_DragonSlayer_Mid_scl01_legs01.dds,ADR_DragonSlayer_Mid_scl01_legs01.dds,,61,4,
2608,ADR_DragonSlayer_Mid_lea01_body01f.dds,ADR_DragonSlayer_Mid_lea01_body01f.dds,,61,4,
2609,ADR_DragonSlayer_Mid_lea01_body01m.dds,ADR_DragonSlayer_Mid_lea01_body01m.dds,,61,4,
2610,ADR_DragonSlayer_Mid_lea01_boots01.dds,ADR_DragonSlayer_Mid_lea01_boots01.dds,,61,4,
2611,ADR_DragonSlayer_Mid_lea01_gloves01.dds,ADR_DragonSlayer_Mid_lea01_gloves01.dds,,61,4,
2612,ADR_DragonSlayer_Mid_lea01_arms01.dds,ADR_DragonSlayer_Mid_lea01_arms01.dds,,61,4,
2613,ADR_DragonSlayer_Mid_lea01_legs01.dds,ADR_DragonSlayer_Mid_lea01_legs01.dds,,61,4,
2614,ADR_DragonSlayer_Mid_chn01_body01f.dds,ADR_DragonSlayer_Mid_chn01_body01f.dds,,61,4,
2615,ADR_DragonSlayer_Mid_chn01_body01m.dds,ADR_DragonSlayer_Mid_chn01_body01m.dds,,61,4,
2616,ADR_DragonSlayer_Mid_chn01_boots01.dds,ADR_DragonSlayer_Mid_chn01_boots01.dds,,61,4,
2617,ADR_DragonSlayer_Mid_chn01_gloves01.dds,ADR_DragonSlayer_Mid_chn01_gloves01.dds,,61,4,
2618,ADR_DragonSlayer_Mid_chn01_arms01.dds,ADR_DragonSlayer_Mid_chn01_arms01.dds,,61,4,
2619,ADR_DragonSlayer_Mid_chn01_legs01.dds,ADR_DragonSlayer_Mid_chn01_legs01.dds,,61,4,
2620,ADR_DragonSlayer_Mid_rob01_body01f.dds,ADR_DragonSlayer_Mid_rob01_body01f.dds,,61,4,
2621,ADR_DragonSlayer_Mid_rob01_body01m.dds,ADR_DragonSlayer_Mid_rob01_body01m.dds,,61,4,
2622,ADR_DragonSlayer_Mid_rob01_boots01.dds,ADR_DragonSlayer_Mid_rob01_boots01.dds,,61,4,
2623,ADR_DragonSlayer_Mid_rob01_gloves01.dds,ADR_DragonSlayer_Mid_rob01_gloves01.dds,,61,4,
2624,ADR_DragonSlayer_Mid_rob01_arms01.dds,ADR_DragonSlayer_Mid_rob01_arms01.dds,,61,4,
2625,ADR_DragonSlayer_Mid_rob01_legs01.dds,ADR_DragonSlayer_Mid_rob01_legs01.dds,,61,4,
2626,ADR_DragonSlayer_Mid_cth01_body01f.dds,ADR_DragonSlayer_Mid_cth01_body01f.dds,,61,4,
2627,ADR_DragonSlayer_Mid_cth01_body01m.dds,ADR_DragonSlayer_Mid_cth01_body01m.dds,,61,4,
2628,ADR_DragonSlayer_Hib_plt01_body01f.dds,ADR_DragonSlayer_Hib_plt01_body01f.dds,,62,4,
2629,ADR_DragonSlayer_Hib_plt01_body01m.dds,ADR_DragonSlayer_Hib_plt01_body01m.dds,,62,4,
2630,ADR_DragonSlayer_Hib_plt01_boots01.dds,ADR_DragonSlayer_Hib_plt01_boots01.dds,,62,4,
2631,ADR_DragonSlayer_Hib_plt01_gloves01.dds,ADR_DragonSlayer_Hib_plt01_gloves01.dds,,62,4,
2632,ADR_DragonSlayer_Hib_plt01_arms01.dds,ADR_DragonSlayer_Hib_plt01_arms01.dds,,62,4,
2633,ADR_DragonSlayer_Hib_plt01_legs01.dds,ADR_DragonSlayer_Hib_plt01_legs01.dds,,62,4,
2634,ADR_DragonSlayer_Hib_std01_body01f.dds,ADR_DragonSlayer_Hib_std01_body01f.dds,,62,4,
2635,ADR_DragonSlayer_Hib_std01_body01m.dds,ADR_DragonSlayer_Hib_std01_body01m.dds,,62,4,
2636,ADR_DragonSlayer_Hib_std01_boots01.dds,ADR_DragonSlayer_Hib_std01_boots01.dds,,62,4,
2637,ADR_DragonSlayer_Hib_std01_gloves01.dds,ADR_DragonSlayer_Hib_std01_gloves01.dds,,62,4,
2638,ADR_DragonSlayer_Hib_std01_arms01.dds,ADR_DragonSlayer_Hib_std01_arms01.dds,,62,4,
2639,ADR_DragonSlayer_Hib_std01_legs01.dds,ADR_DragonSlayer_Hib_std01_legs01.dds,,62,4,
2640,ADR_DragonSlayer_Hib_scl01_body01f.dds,ADR_DragonSlayer_Hib_scl01_body01f.dds,,62,4,
2641,ADR_DragonSlayer_Hib_scl01_body01m.dds,ADR_DragonSlayer_Hib_scl01_body01m.dds,,62,4,
2642,ADR_DragonSlayer_Hib_scl01_boots01.dds,ADR_DragonSlayer_Hib_scl01_boots01.dds,,62,4,
2643,ADR_DragonSlayer_Hib_scl01_gloves01.dds,ADR_DragonSlayer_Hib_scl01_gloves01.dds,,62,4,
2644,ADR_DragonSlayer_Hib_scl01_arms01.dds,ADR_DragonSlayer_Hib_scl01_arms01.dds,,62,4,
2645,ADR_DragonSlayer_Hib_scl01_legs01.dds,ADR_DragonSlayer_Hib_scl01_legs01.dds,,62,4,
2646,ADR_DragonSlayer_Hib_lea01_body01f.dds,ADR_DragonSlayer_Hib_lea01_body01f.dds,,62,4,
2647,ADR_DragonSlayer_Hib_lea01_body01m.dds,ADR_DragonSlayer_Hib_lea01_body01m.dds,,62,4,
2648,ADR_DragonSlayer_Hib_lea01_boots01.dds,ADR_DragonSlayer_Hib_lea01_boots01.dds,,62,4,
2649,ADR_DragonSlayer_Hib_lea01_gloves01.dds,ADR_DragonSlayer_Hib_lea01_gloves01.dds,,62,4,
2650,ADR_DragonSlayer_Hib_lea01_arms01.dds,ADR_DragonSlayer_Hib_lea01_arms01.dds,,62,4,
2651,ADR_DragonSlayer_Hib_lea01_legs01.dds,ADR_DragonSlayer_Hib_lea01_legs01.dds,,62,4,
2652,ADR_DragonSlayer_Hib_chn01_body01f.dds,ADR_DragonSlayer_Hib_chn01_body01f.dds,,62,4,
2653,ADR_DragonSlayer_Hib_chn01_body01m.dds,ADR_DragonSlayer_Hib_chn01_body01m.dds,,62,4,
2654,ADR_DragonSlayer_Hib_chn01_boots01.dds,ADR_DragonSlayer_Hib_chn01_boots01.dds,,62,4,
2655,ADR_DragonSlayer_Hib_chn01_gloves01.dds,ADR_DragonSlayer_Hib_chn01_gloves01.dds,,62,4,
2656,ADR_DragonSlayer_Hib_chn01_arms01.dds,ADR_DragonSlayer_Hib_chn01_arms01.dds,,62,4,
2657,ADR_DragonSlayer_Hib_chn01_legs01.dds,ADR_DragonSlayer_Hib_chn01_legs01.dds,,62,4,
2658,ADR_DragonSlayer_Hib_rob01_body01f.dds,ADR_DragonSlayer_Hib_rob01_body01f.dds,,62,4,
2659,ADR_DragonSlayer_Hib_rob01_body01m.dds,ADR_DragonSlayer_Hib_rob01_body01m.dds,,62,4,
2660,ADR_DragonSlayer_Hib_rob01_boots01.dds,ADR_DragonSlayer_Hib_rob01_boots01.dds,,62,4,
2661,ADR_DragonSlayer_Hib_rob01_gloves01.dds,ADR_DragonSlayer_Hib_rob01_gloves01.dds,,62,4,
2662,ADR_DragonSlayer_Hib_rob01_arms01.dds,ADR_DragonSlayer_Hib_rob01_arms01.dds,,62,4,
2663,ADR_DragonSlayer_Hib_rob01_legs01.dds,ADR_DragonSlayer_Hib_rob01_legs01.dds,,62,4,
2664,ADR_DragonSlayer_Hib_cth01_body01f.dds,ADR_DragonSlayer_Hib_cth01_body01f.dds,,62,4,
2665,ADR_DragonSlayer_Hib_cth01_body01m.dds,ADR_DragonSlayer_Hib_cth01_body01m.dds,,62,4,
2666,ADR_Dragonsworn_Helm_Chain_Mid.dds,ADR_Dragonsworn_Helm_Chain_Mid.dds,,63,4,
2667,ADR_Dragonsworn_Helm_Cloth_Robe.dds,ADR_Dragonsworn_Helm_Cloth_Robe.dds,,63,4,
2668,ADR_Dragonsworn_Helm_Leather.dds,ADR_Dragonsworn_Helm_Leather.dds,,63,4,
2669,ADR_Dragonsworn_Helm_Plate.dds,ADR_Dragonsworn_Helm_Plate.dds,,63,4,
2670,ADR_Dragonsworn_Helm_Scale.dds,ADR_Dragonsworn_Helm_Scale.dds,,63,4,
2671,ADR_Dragonsworn_Helm_St_Leather.dds,ADR_Dragonsworn_Helm_St_Leather.dds,,63,4,
2672,ADR_Dragonsworn_Helm_Chain_Alb.dds,ADR_Dragonsworn_Helm_Chain_Alb.dds,,63,4,
2673,cthBody01_SS_PIC_F_W.dds,cthBody01_SS_PIC_F_W.dds,0,64,4,
2674,PIC_cthLbody01_kilt01_W.dds,PIC_cthLbody01_kilt01_W.dds,0,64,4,
2675,PIC_f_Head01_W.dds,PIC_f_Head01_W.dds,0,64,4,
2676,cthArms01_ss_PIC_f_W.dds,cthArms01_ss_PIC_f_W.dds,0,64,4,
2677,PIC_f_Head02_W.dds,PIC_f_Head02_W.dds,0,64,4,
2678,PIC_f_Head03_W.dds,PIC_f_Head03_W.dds,0,64,4,
2679,cthBody01_SS_PIC_F_S.dds,cthBody01_SS_PIC_F_S.dds,0,64,4,
2680,PIC_F_cthLbody01_kilt01_S.dds,PIC_F_cthLbody01_kilt01_S.dds,0,64,4,
2681,PIC_f_Head01_S.dds,PIC_f_Head01_S.dds,0,64,4,
2682,PIC_f_Head02_S.dds,PIC_f_Head02_S.dds,0,64,4,
2683,PIC_f_Head03_S.dds,PIC_f_Head03_S.dds,0,64,4,
2684,cthArms01_ss_PIC_f_S.dds,cthArms01_ss_PIC_f_S.dds,0,64,4,
2685,cthBody01_SS_PIC_m_W.dds,cthBody01_SS_PIC_m_W.dds,0,64,4,
2686,PIC_M_cthLbody01_kilt01_W.dds,PIC_M_cthLbody01_kilt01_W.dds,0,64,4,
2687,PIC_m_Head01_W.dds,PIC_m_Head01_W.dds,0,64,4,
2688,cthArms01_ss_PIC_m_W.dds,cthArms01_ss_PIC_m_W.dds,0,64,4,
2689,PIC_m_Head02_W.dds,PIC_m_Head02_W.dds,0,64,4,
2690,PIC_m_Head03_W.dds,PIC_m_Head03_W.dds,0,64,4,
2691,cthBody01_SS_PIC_m_S.dds,cthBody01_SS_PIC_m_S.dds,0,64,4,
2692,PIC_cthLbody01_kilt01_S.dds,PIC_cthLbody01_kilt01_S.dds,0,64,4,
2693,PIC_m_Head01_S.dds,PIC_m_Head01_S.dds,0,64,4,
2694,PIC_m_Head02_S.dds,PIC_m_Head02_S.dds,0,64,4,
2695,PIC_m_Head03_S.dds,PIC_m_Head03_S.dds,0,64,4,
2696,cthArms01_ss_PIC_m_S.dds,cthArms01_ss_PIC_m_S.dds,0,64,4,
