Information,,NIF,Skins,,,,,,,,,,,,Sound,,,,,Head,Hug,,Obj,,Helm,Alt,Body ,cloak,Emblem,No FX,alternate,min float,max float,Combat ,,Arms,Head,LOD,Body,Mon,Legs,Body,Head,Arms,Legs,Shield,Lbody,Gloves,Boots,Gloves,Boots,Lbody,Body,Head,Arms,Gloves,Lbody,Boots,Legs,Biped,No,ForceHeld,ForceHeld,No,Shape Change,No,Cata,CatSkin,Cata Skin,CatSkin,CatSkin,CatSkin,CatSkin,CatSkin,CatSkin,CatSkin,Cata,Cata,Cata,Cata,Cata,Cat No Armor,Cat No Armor,Cat No Armor,Cat No Armor,Cat No Armor,Cat No ,Cata Skinmode,Cata Eye Tint,Cata Skin Tint,Vampiir,Vampiir,Vampiir,Catac Alpha,Cata,Tutorial,Mount ,,
1910,Friendly happy tree,220,107,0,0,0,0,0,0,0,0,100,110,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,Dark Elf Castor,664,6077,6079,6078,0,0,0,0,0,0,100,80,1,23,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,Dark Elf Male,663,6086,6088,6087,0,0,0,0,0,0,100,80,1,22,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Dark Elf Female,662,6080,6082,6081,0,0,0,0,0,0,100,80,1,23,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,Dark Elf Queen,664,6089,6091,6090,0,0,0,0,0,0,100,80,1,23,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Dark Elf King,665,6083,6085,6084,0,0,0,0,0,0,100,80,1,22,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Possessed Shar 1 Naked,666,6097,6096,0,0,0,0,0,0,0,100,80,1,88,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,Possed Shar 2 Naked,667,6099,6098,0,0,0,0,0,0,0,100,80,1,88,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,Possed Shar 2 Leather,668,3302,6098,6099,0,0,0,0,0,0,100,80,1,88,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,Possed Shar 2 Plate,669,3295,6098,6099,0,0,0,0,0,0,100,80,1,88,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Possed Shar 3 Naked,670,6101,6100,0,0,0,0,0,0,0,100,80,1,88,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,Possed Shar 3 Leather,671,3302,6100,6101,0,0,0,0,0,0,100,80,1,88,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,Possed Shar 3 Plate,672,3295,6100,6101,0,0,0,0,0,0,100,80,1,88,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,Catacombs Teleport  NPC,399,0,0,0,0,0,0,0,0,0,100,35,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,Mine Cart 2,673,6227,0,0,0,0,0,0,0,0,100,60,1,180,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,empty,0,0,0,0,0,0,0,0,0,0,100,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,Bainshee Elf ,661,6070,0,0,0,0,0,0,0,0,108,82,1,23,0,0,0,0,0,0,1,100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,Dian,675,6245,6243,0,0,0,0,0,0,0,100,80,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,Dother,676,6245,6242,0,0,0,0,0,0,0,50,40,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,Dub,677,6245,6244,0,0,0,0,0,0,0,100,80,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,Fafner,678,6246,6247,0,0,0,0,0,0,0,100,80,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,empty,0,0,0,0,0,0,0,0,0,0,100,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,Morgan Le Fay,680,6256,6257,6255,0,0,0,0,0,0,100,80,1,12,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,Hockey Field Marker,682,1,0,0,0,0,0,0,0,0,100,80,1,0,0,0,0,0,0,0,0,100,0,102,0,0,0,0,0,0,-14,-14,0,0,0,0,0,0,94,0,0,0,0,0,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,Hockey Goalstick Blue,681,6528,6528,0,0,0,0,0,0,0,100,80,1,0,0,0,0,0,0,0,0,100,0,102,0,0,0,0,0,0,0,0,0,0,0,6529,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,Brittle Guard,438,1584,0,0,0,0,0,0,0,0,100,130,1,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,Hockey Goalstick Yellow,681,6528,6528,0,0,0,0,0,0,0,100,80,1,0,0,0,0,0,0,0,0,100,0,102,0,0,0,0,0,0,0,0,0,0,0,6533,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,Hockey Goalstick Brown,681,6528,6528,0,0,0,0,0,0,0,100,80,1,0,0,0,0,0,0,0,0,100,0,102,0,0,0,0,0,0,0,0,0,0,0,6530,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,Hockey Goalstick Green,681,6528,6528,0,0,0,0,0,0,0,100,80,1,0,0,0,0,0,0,0,0,100,0,102,0,0,0,0,0,0,0,0,0,0,0,6531,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,Hockey Goalstick Red,681,6528,6528,0,0,0,0,0,0,0,100,80,1,0,0,0,0,0,0,0,0,100,0,102,0,0,0,0,0,0,0,0,0,0,0,6532,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,Tutorial Freeze Monster,683,1,0,0,0,0,0,0,0,0,100,80,-1,0,0,0,0,0,0,0,0,100,0,102,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,Tutorial Dead Highlander,684,130,1022,133,134,20,135,136,0,0,109,30,1,7,1,0,3470,0,1,0,0,102,100,0,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,102,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,Tutorial Dead Half Ogre Male,686,1601,1018,1599,1603,1604,1605,1602,0,0,123,30,1,154,0,0,1617,16,2,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,Tutorial Dead Briton Male,688,1,1022,3,5,6,4,7,79,0,100,30,1,8,0,0,9,1,1,0,0,100,0,102,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tutorial Dead Saracen Male,690,32,1042,34,35,36,37,38,79,0,100,30,1,8,1,1,39,13,2,0,0,100,0,103,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,Tutorial Dead Norse Male,692,186,1021,187,189,190,191,188,0,0,109,30,1,19,0,0,1114,4,1,0,0,100,1,105,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,Tutorial Dead Troll Male,694,165,177,166,170,171,172,169,0,0,130,30,1,26,0,0,1118,7,1,0,0,115,0,125,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,Tutorial Dead Dwarf Male,696,229,1021,227,231,232,233,230,0,0,75,30,1,22,0,0,1122,6,1,0,0,110,0,145,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,110,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,Tutorial Dead Frostalf Male,698,1646,1016,1644,1648,1649,1650,1647,0,0,100,30,1,150,0,0,1662,17,1,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,Tutorial Dead Celt Male,700,277,1021,279,280,281,282,283,0,0,100,30,1,8,0,0,1008,8,1,0,0,100,1,107,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,Tutorial Dead Firbolg Male,702,263,1029,265,266,267,268,269,0,0,135,30,1,7,0,0,295,9,2,0,0,115,1,115,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,Tutorial Dead Elf Male,704,256,1016,258,259,260,261,262,0,0,108,30,1,22,0,0,1003,11,2,0,0,100,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Tutorial Dead Shar Male,706,1762,1755,1760,1764,1765,1766,1763,0,0,100,30,1,169,0,0,1778,18,2,0,0,97,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,Tutorial Bat Bird,708,6045,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Tutorial Dummy 1,712,6572,0,0,0,0,0,0,0,0,100,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,Grey Tutorial Dummy,713,6572,0,0,0,0,0,0,0,0,100,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,Green Tutorial Dummy,714,6572,0,0,0,0,0,0,0,0,100,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,Briton Male Tutorial,206,1,1018,3,5,6,4,7,79,0,100,80,1,0,0,0,11,1,1,0,0,100,0,102,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,582,3233,,3238,3232,3235,3236,3234,79,3237,1,1,1,,100,,,,,,,,,,,,,,,,,,
1961,Briton Female Tutorial,209,2,1020,3,5,6,4,7,79,0,100,78,1,0,0,0,12,1,1,0,1,96,0,94,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,96,,,,,,,,,,,,,,1,,,,,,,608,3310,,3309,6231,3235,3236,3234,79,3308,2,1,1,,96,,,,,,,,,,,,,,,,,,
1962,High Male Tutorial,210,16,1020,18,19,20,21,22,79,0,109,88,1,0,1,0,27,2,1,0,0,102,0,100,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,102,,,,,,,,,,,,,,1,,,,,,,594,3597,6058,3606,3232,3602,3600,3601,79,,5,1,1,1,110,,,,,,,,,,,,,,,,,,
1963,High Female Tutorial,211,17,1025,18,19,20,21,22,79,0,109,83,1,0,1,0,28,2,1,0,1,96,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,96,,,,,,,,,,,,,,1,,,,,,,595,3598,6058,3609,6234,3602,6240,3601,79,,6,1,1,1,105,,,,,,,,,,,,,,,,,,
1964,Saracen Male Tutorial,213,32,1045,34,35,36,37,38,79,0,100,80,1,0,1,1,42,13,2,0,0,100,0,103,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,584,3633,,3642,3635,3638,3636,3637,79,,3,,1,,101,,,,,,,,,,,,,,,,,,
1965,Saracen Female Tutorial,214,33,1046,34,35,36,37,38,79,0,100,78,1,0,1,1,44,13,2,0,1,96,0,98,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,96,,,,,,,,,,,,,,1,,,,,,,585,3634,,3645,3635,3638,3636,3637,79,,4,,1,,97,,,,,,,,,,,,,,,,,,
1966, Inconnu Male Tutorial,348,1357,1024,1358,1359,1360,1361,1362,0,0,77,71,1,0,0,0,1355,5,2,0,0,100,1,139,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,604,3615,,3622,3617,3620,3618,3619,79,,9,,,,87,,,,,,,,,,,,,,,,,,
1967,Inconnu Female Tutorial,349,1356,1021,1358,1359,1360,1361,1362,0,0,77,71,1,0,0,0,1348,5,1,0,1,100,1,136,4,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,605,3616,,3627,3617,3620,3618,3619,79,,10,,,,87,,,,,,,,,,,,,,,,,,
1968,Half Ogre Male Tutorial,449,1601,1018,1599,1603,1604,1605,1602,0,0,123,100,1,0,0,0,1617,16,2,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,606,3579,,3590,3581,3582,3583,3584,79,,11,1,1,,126,,,,,,,,,,,,,,,,,,
1969,Half Ogre Female Tutorial,450,1600,1018,1599,1603,1604,1605,1602,0,0,123,100,1,0,0,0,1606,16,1,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,607,3580,,3591,6233,3582,3583,3584,79,,12,1,1,,117,,,,,,,,,,,,,,,,,,
1970,Troll Male Tutorial,237,165,180,166,170,171,172,169,0,0,130,110,1,0,0,0,184,7,2,0,0,115,0,125,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,612,3242,,3350,3243,3240,3239,3241,79,3245,7,1,1,,138,,,,,,,,,,,,,,,,,,
1971,Troll Female Tutorial,238,167,177,166,170,171,172,169,0,0,125,103,1,0,0,0,173,7,1,0,1,115,0,117,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,613,3242,,3313,6237,3240,3239,3241,79,3245,8,1,1,,135,,,,,,,,,,,,,,,,,,
1972,Norse Male Tutorial,239,186,1021,187,189,190,191,188,0,0,109,87,1,0,0,0,192,4,1,0,0,100,1,105,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,596,3276,,3341,3277,3280,3278,3279,79,3358,1,,1,,111,,,,,,,,,,,,,,,,,,
1973,Norse Female Tutorial,240,185,1021,187,189,190,191,188,0,0,109,82,1,0,0,0,196,4,1,0,1,100,1,96,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,597,3307,,3306,3277,3280,3278,3279,79,3305,2,,1,,106,,,,,,,,,,,,,,,,,,
1974,Kobold Male Tutorial,241,208,1029,206,220,210,211,209,0,0,70,63,1,0,0,0,219,5,2,0,0,100,0,155,3,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,600,3262,,3337,3263,3266,3264,3265,79,3260,5,1,1,1,73,,,,,,,,,,,,,,,,,,
1975,Kobold Female Tutorial,242,207,1024,206,220,210,211,209,0,0,70,63,1,0,0,0,212,5,1,0,1,100,0,155,3,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,601,3369,,3159,6235,3266,6230,3265,79,3160,6,1,1,1,75,,,,,,,,,,,,,,,,,,
1976,Dwarf Male Tutorial,243,229,1017,227,231,232,233,230,0,0,75,72,1,0,0,0,237,6,2,0,0,110,0,145,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,110,,,,,,,,,,,,,,1,,,,,,,602,3269,,3324,3270,3273,3271,3272,79,3267,3,,,,80,,,,,,,,,,,,,,,,,,
1977,Dwarf Female Tutorial,244,228,1018,227,231,232,233,230,0,0,70,68,1,0,0,0,238,6,1,0,1,110,0,155,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,110,,,,,,,,,,,,,,1,,,,,,,603,3374,,3318,3270,3273,3271,3272,79,3375,4,,,,74,,,,,,,,,,,,,,,,,,
1978,Valkyn Male Tutorial,351,1365,1030,1363,1367,1368,1369,1366,0,0,100,82,1,0,0,0,1379,15,2,0,0,115,1,102,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,583,3246,,3357,3250,3251,3249,3252,79,3247,9,1,1,,103,,,,,,,,,,,,,,,,,,
1979,Valkyn Female Tutorial,352,1364,1018,1363,1367,1368,1369,1366,0,0,100,82,1,0,0,0,1370,15,1,0,1,115,1,90,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,609,3359,,3351,6238,3251,3249,3252,79,3368,10,1,1,,97,,,,,,,,,,,,,,,,,,
1980,Frostalf Male Tutorial,464,1646,1016,1644,1648,1649,1650,1647,0,0,100,82,1,0,0,0,1662,17,2,0,0,98,0,88,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,586,3255,,3331,3256,3259,3257,3258,79,3253,11,,,,101,,,,,,,,,,,,,,,,,,
1981,Frostalf Female Tutorial,465,1645,1016,1644,1648,1649,1650,1647,0,0,100,80,1,0,0,0,1651,17,1,0,1,92,0,88,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,587,3367,,3325,3256,3259,3257,3258,79,3253,12,,,,96,,,,,,,,,,,,,,,,,,
1982,Firbolg Male Tutorial,254,263,1021,265,266,267,268,269,0,0,135,110,1,0,0,0,292,9,1,0,0,115,1,115,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,610,3759,,3766,3761,3765,3763,3764,79,,7,,1,,134,,,,,,,,,,,,,,,,,,
1983,Firbolg Female Tutorial,255,264,1022,265,266,267,268,269,0,0,130,107,1,0,0,0,297,9,1,0,1,115,1,117,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,611,3760,,3773,6232,3765,3763,3764,79,,8,,1,,131,,,,,,,,,,,,,,,,,,
1984,Celt Male Tutorial,250,277,1022,279,280,281,282,283,0,0,100,80,1,0,0,0,1011,8,2,0,0,100,1,107,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,614,3669,,3676,3232,3674,3672,3673,79,,1,1,1,,101,,,,,,,,,,,,6496,,,,,,
1985,Celt Female Tutorial,251,278,1025,279,280,281,282,283,0,0,100,80,1,0,0,0,1012,8,1,0,1,100,1,93,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,615,3670,,3681,6231,3674,3672,3673,79,,2,1,1,,96,,,,,,,,,,,,6501,,,,,,
1986,Lurikeen Male Tutorial,256,270,1022,272,273,274,275,209,0,0,65,55,1,0,0,0,287,10,2,0,0,100,1,130,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,598,3705,,3712,3707,3710,3708,3709,79,,5,,,,63,,,,,,,,,,,,6498,,,,,,
1987,Lurikeen Female Tutorial,257,271,1030,272,273,274,275,209,0,0,65,55,1,0,0,0,288,10,1,0,1,100,1,112,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,599,3706,,3717,3707,3710,3708,3709,79,,6,,,,63,,,,,,,,,,,,6500,,,,,,
1988,Elf Male Tutorial,252,256,1016,258,259,260,261,262,0,0,108,87,1,0,0,0,1003,11,2,0,0,100,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,592,3687,,3694,3689,3692,3690,3691,79,,3,,1,,113,,,,,,,,,,,,,,,,,,
1989,Elf Female Tutorial,253,257,1019,258,259,260,261,262,0,0,108,82,1,0,0,0,1004,11,1,0,1,100,0,85,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,593,3688,,3699,3689,3692,3690,3691,79,,4,,1,,111,,,,,,,,,,,,,,,,,,
1990,Sylvan Male Tutorial,346,1332,1341,1334,1335,1336,1337,1338,0,0,108,85,1,0,0,0,1329,14,2,0,0,100,0,100,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,616,3723,,3730,3725,3728,3726,3727,79,,9,1,1,,109,,,,,,,,,,,,,,,,,,
1991,Sylvan Female Tutorial,347,1333,1339,1334,1335,1336,1337,1338,0,0,108,80,1,0,0,0,1320,14,1,0,1,100,0,85,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,617,3724,,3735,6236,3728,3726,3727,79,,10,1,1,,108,,,,,,,,,,,,,,,,,,
1992,Shar Male Tutorial,490,1762,1755,1760,1764,1765,1766,1763,0,0,100,78,1,0,0,0,1778,18,2,0,0,97,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,588,3741,,3752,3743,3746,3744,3745,79,,11,1,1,,97,,,,,,,,,,,,6497,,,,,,
